X1,Publication,Title,Tagline,Author,Category,City,Date
165,MSNBC,Trump's government is MIA as coronavirus pandemic worsens,"As the U.S. experiences its worst day yet for new coronavirus cases, there is little to know information coming to the public from the CDC and Trump's coronavirus task force. Dr. Irwin Redlener joins to discuss.",The 11th Hour with Brian Williams,"Republicans, National Security, Health, Global Health, White House, White House, Donald Trump, Best of last night",national,2020-06-24
166,MSNBC,Ezra Klein: Trump does not get that ‘there is simply no better...,"Ezra Klein, co-founder of Vox, tells Lawrence O'Donnell that the coronavirus pandemic has exposed to voters ""what it looks like when the president is not doing his job during a crisis"" and that ""this is a disaster that is the function and product of",The Last Word with Lawrence O'Donnell,"White House, Donald Trump, Best of last night",national,2020-06-24
167,MSNBC,A bad poll for Trump and worst day for COVID-19 cases yet in U.S.,"As a new poll shows Trump trailing Biden by double digits, the U.S. has its worst day ever for the coronavirus with over 42,000 new cases recorded according to NBC News.",The 11th Hour with Brian Williams,"Republicans, Democrats , National Security, Health, Global Health, White House, White House, Joe Biden, Donald Trump, Best of last night",national,2020-06-24
168,MSNBC,Counties struggle with consequences of rash Texas reopening,"Judge Lina Hidalgo of Harris County, Texas, talks with Rachel Maddow about how her county's health workers are trying to stay ahead of the surge in COVID-19 cases and why they way the state reopened is making matters worse.",The Rachel Maddow Show,"Republicans, Health, Texas, Donald Trump, Best of last night",national,2020-06-24
169,MSNBC,Trump admin failure on coronavirus threatens unity of the states,Rachel Maddow looks at how the absence of federal leadership and the failure of governance by the Trump administration in addressing the coronavirus disaster has left the states in competition and conflict with each other.,The Rachel Maddow Show,"Health, White House, Donald Trump, Best of last night",national,2020-06-24
170,MSNBC,"As Trump falters on COVID, Georgia MAGA fan explains what...","As the U.S. faces the enduring coronavirus pandemic, MSNBC’s Ari Melber interviews four Americans from different parts of the nation about the virus's health and economic impact, their personal experiences, and their outlook on the U.S.'s approach. The",,"Health, Global Health, Donald Trump, Best of last night",national,2020-06-24
171,MSNBC,Trump again repeats derogatory phrase for coronavirus,"While speaking to a group of young voters in Phoenix, Arizona, President Trump again repeated a derogatory phrase for the coronavirus.",Morning Joe,"Republicans, Elections, Arizona, Donald Trump, Best of last night",national,2020-06-24
172,MSNBC,Is Trump someone who wants to win re-election?,"On Tuesday, the president again traveled to Arizona for a look at newly completed portions of border wall before appearing at a rally in Phoenix. Arizona is now a coronavirus hotspot, and his rally brought thousands together indoors. The panel discusses.",Morning Joe,"Republicans, Elections, Arizona, Donald Trump, Best of last night",national,2020-06-24
173,MSNBC,Headed in the wrong direction: COVID-19 surges in the southern...,"Dr. Anthony Fauci testified Tuesday about “disturbing” increases in coronavirus cases in several states. Hospitals are straining from the number of patients requiring intensive care. Among the states facing a surge in cases is Arizona, where the President",,Health,national,2020-06-24
174,MSNBC,Doc: Close conditions at Trump's AZ rally are 'terrifying',"Dr. Mercedes Carnethon explains why she believes the conditions at Trump's Arizona rally are ""terrifying"" to see amid the coronavirus pandemic.",The 11th Hour with Brian Williams,"National Security, Health, Global Health, White House, White House, Arizona, Donald Trump, Best of last night",national,2020-06-23
175,MSNBC,Trump steps on his 2020 message with racist slurs and divisive...,The president's campaign wants him to stay on message. Trump wants to lean into identity politics and racist riffs about the coronavirus. Ashley Parker of The Washington Post breaks it down for us.,The 11th Hour with Brian Williams,"Democrats , Civil Liberties, Society, Race, Equality , National Security, Health, Global Health, Civil Rights, White House, White House, Joe Biden, Donald Trump, Best of last night",national,2020-06-23
176,MSNBC,Trump defies his own coronavirus task force with indoor...,"As Trump Coronavirus task force member Dr. Anthony Fauci testifies about the dire situation the nation faces from COVID-19, Trump flies into a coronavirus hot spot and holds an indoor rally.",The 11th Hour with Brian Williams,"Republicans, National Security, Health, Global Health, White House, White House, Donald Trump, Best of last night",national,2020-06-23
177,MSNBC,Trump coronavirus failure makes Americans international pariahs,"Rachel Maddow relays reporting in the New York Times that the European Union is considering restricting travel from countries that have failed to manage the spread of coronavirus, like Russia, Brazil, and the United States.",The Rachel Maddow Show,"Health, Europe, Donald Trump, Best of last night",national,2020-06-23
178,MSNBC,Trump makes himself lone exception with COVID-19 risking crowds,"Rachel Maddow notes that while the entire world respects the effort to control the spread of the coronavirus, Donald Trump is the only one who has made an exception for himself and his reelection rallies to gather thousands in close quarters indoors.",The Rachel Maddow Show,"Health, Donald Trump, Best of last night",national,2020-06-23
179,MSNBC,Rising hospitalizations expose fallacy of testing-driven surge...,"Rachel Maddow points out that while Donald Trump and his acolytes have blaming spiking coronavirus numbers on increased testing, the testing does not explain the increase in COVID-19 hospitalizations.",The Rachel Maddow Show,"Health, Texas, Best of last night",national,2020-06-23
180,MSNBC,"Hayes: Thanks to coronavirus, 'Americans are too dangerous to...","Chris Hayes: “As the President was in Arizona checking out that wall, we got news of a possible new travel ban…This one not by the President—the guy who loves travel bans to keep people out. No, by the European Union to keep us out.”",All In with Chris Hayes,"Health, Global Health, Immigration, Equality , Europe, White House, Arizona, Donald Trump, Best of last night",national,2020-06-23
181,MSNBC,Trump allies break with him: 'Disturbing' coronavirus spike...,President Trump holds an indoor rally in Arizona as COVID-19 cases hit a record there and Dr. Fauci warns of a “disturbing” surge nationwide. MSNBC’s Ari Melber reports on Trump breaking his own administration’s coronavirus recommendations as he appears,,"Health, Global Health, White House, Donald Trump, Best of last night",national,2020-06-23
182,MSNBC,'Hardly a mask in sight': Trump campaigns in Arizona as...,"NBC News’ Vaughn Hillyard reports from Phoenix, Arizona, where President Trump is holding a campaign rally as cases surge in the state. One observation from Vaughn: “Hardly a mask in sight.”",Hardball with Chris Matthews,"Arizona, Donald Trump",national,2020-06-23
183,MSNBC,Doctors react to AZ church's alleged COVID-19 air purifier,"Chris Jansing is joined by Arizona doctor and assistant professor at the University of Arizona Dr. Murtaza Akhter as well as Harvard Global Health Institute Director Dr. Ashish Jha to discuss claims by a Phoenix church that their air purifier kills ""99%",,"Arizona, Donald Trump",national,2020-06-23
184,MSNBC,Veteran GOP strategist warns the Trump campaign should be...,Republican Voters Against Trump co-founder Mike Murphy discusses polling out of Duval county in Florida that shows Trump trailing Biden by 8 points and Jacksonville residents are worried the RNC convention will cause a new coronavirus outbreak,Deadline: White House,"Florida, Donald Trump",national,2020-06-23
185,MSNBC,Fmr. FL Rep. David Jolly: Attendees of Arizona rally are...,"MSNBC's Craig Melvin hears from Vaughn Hillyard as he reports from Arizona where residents await President Trump's arrival. David Jolly, former Florida representative, and Dr. Irwin Redlener, Director of the National Center for Disaster Preparedness at",,"Society, Arizona, Donald Trump",national,2020-06-23
186,MSNBC,Fmr. Gov. Ridge: Trump's vote-by-mail attacks...,Former Governor Tom Ridge (R-Pa.) discusses the importance of mail-in voting after Trump's attacks.,,,national,2020-06-23
187,MSNBC,Trump arrives in coronavirus hotspot Arizona for border wall...,"NBC's Jacob Soboroff brings us the latest from Yuma, Arizona where Trump is visiting the border wall.",,,national,2020-06-23
188,MSNBC,Fauci testifies on coronavirus: 'Deaths always lag' behind cases,MSNBC's Garrett Haake brings us the latest from the Trump administration's medical team's testimony on the coronavirus response.,,,national,2020-06-23
189,MSNBC,Trump attempts to recenter immigration as an issue amid...,"Philip Rucker and NBC's Jacob Soboroff join Andrea Mitchell to discuss President Trump's trip to Arizona to inspect recent construction on the border wall in Yuma amid an alarming rise in coronavirus cases in the state, coming shortly after recent",Andrea Mitchell Reports,"Immigration, Equality , Arizona, Donald Trump",national,2020-06-23
190,MSNBC,Dr. Fauci testifies that no one told virus task force to do...,"After President Trump told rally goers that he wanted to slow down coronavirus testing, Dr. Anthony Fauci and other top health officials tell lawmakers that no one has told them to do less testing, and that they will be pushing to do more as states are",Andrea Mitchell Reports,"Congress, Donald Trump",national,2020-06-23
191,MSNBC,Gov. Cuomo says NY considering quarantining some travelers,"Gov. Andrew Cuomo, D-NY, says New York is considering quarantining travelers who come from states now experiencing high rates of infection from coronavirus. Gov. Cuomo also cites failures at the federal level on managing the virus.",Morning Joe,"Health, Economy, Andrew Cuomo, New York, Donald Trump, Best of last night",national,2020-06-23
192,MSNBC,Coronavirus hangs over Trump's visit to Arizona,MSNBC's Jacob Soboroff reports from Yuma on how coronavirus is impacting Arizona ahead of the president's expected visit on Tuesday.,Morning Joe,"Republicans, Elections, Arizona, Donald Trump, Best of last night",national,2020-06-23
193,MSNBC,Was Trump just joking about slowing down testing?,"During Trump's rally in Tulsa, he seemed to indicate he wanted a slow down in coronavirus testing. But was he just kidding as many in the WH have asserted?",Morning Joe,"Republicans, Elections, Arizona, Donald Trump, Best of last night",national,2020-06-23
194,MSNBC,"After Oklahoma, Trump set to visit virus hotspot of Arizona","Arizona has become a new hotspot for the coronavirus, and President Trump is set to visit Yuma to mark the construction of more than 200 miles of wall along the border. Trump is also slated to hold a rally in Phoenix. Jonathan Lemire discusses.",Morning Joe,"Republicans, Elections, Arizona, Donald Trump, Best of last night",national,2020-06-23
195,MSNBC,"COVID-19 crisis has Arizona reeling; Trump, heedless, plans visit","Rachel Maddow looks at the worsening coronavirus situation in Arizona as health workers struggle to keep up with the growing number of COVID-19 patients, and where Donald Trump is planning another tour stop.",The Rachel Maddow Show,"Health, Arizona, Donald Trump, Best of last night",national,2020-06-23
196,MSNBC,"AZ ER Doctor: With COVID-19, not wearing a mask is 'really...","Politicized by the president, health experts still say that one of the surest ways to prevent the spread of coronavirus is for people to wear masks. Dr. Murtaza Akhter joins to discuss.",The 11th Hour with Brian Williams,"National Security, Health, Global Health, White House, White House, Arizona, Donald Trump, Best of last night",national,2020-06-22
197,MSNBC,Trump says he wanted COVID testing slowed. WH again says he's...,"After Trump suggested at his Tulsa rally that he wanted the nation to test less for coronavirus because it reveals more cases, the White House reached for a common excuse. Susan Page reacts.",The 11th Hour with Brian Williams,"Republicans, National Security, Health, Global Health, White House, White House, Donald Trump",national,2020-06-22
198,MSNBC,Trump 'furious' over sparse Tulsa rally and on defense over...,Trump is planning yet another campaign event in Arizona after a disappointing showing in Tulsa as the Trump administration is rocked by the details coming from John Bolton's new memoir.,The 11th Hour with Brian Williams,"Republicans, National Security, Health, Global Health, Criminal Justice | MSNBC, Society, White House, White House, Donald Trump, Best of last night, Oklahoma",national,2020-06-22
199,MSNBC,Eight Trump staffers test positive for COVID-19,"NBC News Political Correspondent Monica Alba brings the latest from the White House after eight members of the Trump campaign tested positive for COVID-19 after the Tulsa rally, number is ""expected to rise.""",MTP Daily,"White House, Best of last night",national,2020-06-22
200,MSNBC,Dr. Vin Gupta: Mike Pence is a ‘megaphone for disinformation...,"Asked how the White House is handling the coronavirus response, Dr. Vin Gupta says he doesn’t want to hear from the Vice President, calling him a “megaphone for the disinformation campaign.”",,,national,2020-06-22
201,MSNBC,Two more members of Trump Tulsa team who attended rally test...,"Two additional White House advance personnel have tested positive for coronavirus after attending the Tulsa rally. Trump Campaign Communications Manager says, “These staff members attended the rally but were wearing masks during the entire event. Upon the",,,national,2020-06-22
202,MSNBC,"During rally, Trump talks about ramp walk, drinking water","During his Saturday rally, President Trump explained his walk down a ramp following a commencement speech at West Point last Saturday as well as using two hands to drink from a glass of water.",Morning Joe,"Elections, Donald Trump, Best of last night, Oklahoma",national,2020-06-22
203,MSNBC,Trump says he wants to slow down testing; WH says he was joking,"During his Saturday rally in Oklahoma, the president told the crowd he wanted to 'slow down' coronavirus testing, yet administration officials said the president was joking. The panel discusses.",Morning Joe,"Elections, Donald Trump, Best of last night, Oklahoma",national,2020-06-22
204,MSNBC,Trump 'furious' about ‘underwhelming crowd' at Tulsa rally,"The president is 'furious' over the crowd size at his rally in Tulsa, Oklahoma, on Saturday evening,  according to multiple people close to the White House. The Morning Joe panel discusses.",Morning Joe,"Elections, Donald Trump, Best of last night, Oklahoma",national,2020-06-22
205,MSNBC,TikTok teens and K-pop stans claim they inflated attendance...,"Amid a smaller than expected turnout for President Trump’s first campaign rally in three months, teen TikTok users and Korean Pop music’s massive fan base claim they united to reserve tickets for the Tulsa, Oklahoma rally with no intentions of attending.",,,national,2020-06-21
206,MSNBC,Trump Tulsa rally called ‘super spreader event’ by expert doctor,"Donald Trump’s Tulsa rally is called a ‘super spreader event’ by expert Dr. Corey Hébert, as MSNBC analyst  Jonathan Capehart adds his view that the president ‘retread his greatest hits’ in a search for applause. Maria Teresa Kumar, CEO of Voto Latino,",AM Joy,"Elections, Donald Trump, Oklahoma",national,2020-06-21
207,MSNBC,Trump says he asked 'to slow testing down' for coronavirus...,"On coronavirus testing, President Trump called it a ‘double edged sword’ and asked his officials to ““slow the testing down, please."" Dr. Kavita Patel says for half of the country, “We’re still doing the same number of tests and we’re still finding a",Hardball with Chris Matthews,Donald Trump,national,2020-06-20
208,MSNBC,"No social distancing, many seen not wearing masks at Trump...","As President Trump began his rally in Tulsa, Nicolle Wallace says, “If you look at all those videos from inside, there are not a lot of mask wearers inside.”",Hardball with Chris Matthews,Donald Trump,national,2020-06-20
209,MSNBC,Trump campaign cancels outdoor events ahead of Tulsa rally...,"The Trump campaign canceled the outdoor events it planned ahead of President Trump's first rally in months amid a tense political backdrop, anti-racism protests and the coronavirus pandemic.",,,national,2020-06-20
210,MSNBC,Six members of Trump's Tulsa advance team test positive for...,"Six members of President Trump's advance team for his rally in Tulsa, Oklahoma have tested positive for coronavirus. NBC News' Josh Lederman reports from the White House.",,,national,2020-06-20
211,MSNBC,‘Magically protected’: Why hardcore Trump supporters won’t...,"“It’s not going to touch you at the rally,” author Jeff Sharlet says of hardcore Trump supporters’ belief in the divinity and “spiritual protection” of a Trump rally against coronavirus, “You’ll be sort of magically protected.”",All In with Chris Hayes,"Health, Elections, Donald Trump, Best of last night",national,2020-06-19
212,MSNBC,‘The only winner here is the virus. Period.’,"Paul DeMuro, one of the attorneys who filed a lawsuit to enforce health precautions at Trump’s Tulsa rally, reacts to the Oklahoma Supreme Court rejecting his request",Deadline: White House,"Donald Trump, Oklahoma",national,2020-06-19
213,MSNBC,"Trump returns to campaign trail tomorrow in Tulsa, Oklahoma","As Juneteenth demonstrations continue across the U.S. take on new urgency, Trump returns to campaign trail tomorrow in Tulsa, Oklahoma.",MTP Daily,"Race, Equality , Best of last night",national,2020-06-19
214,MSNBC,Coronavirus task force members advised against Trump rally in...,"NBC News' Carol Lee reports that top members of the White House's coronavirus task force advised against the rally President Trump will be holding in Tulsa, Oklahoma.",Deadline: White House,White House,national,2020-06-19
215,MSNBC,Navy won't reinstate captain fired for raising coronavirus...,"The Navy has decided against reinstating Capt. Brett Crozier, who was relieved of his command after he sent a letter to his superiors pleading for help to contain a coronavirus outbreak aboard the USS Theodore Roosevelt.",,,national,2020-06-19
216,MSNBC,OK State Rep. on risks of Trump rally in Tulsa,"As coronavirus cases rise in Tulsa, Oklahoma ahead of President Trump’s rally, State Representative Monroe Nichols joins Stephanie Ruhle to share his thoughts ahead of the president’s visit and why he thinks it would be inappropriate for him to visit",MSNBC Live with Stephanie Ruhle,,national,2020-06-19
217,MSNBC,How to stay safe as virus infections rates rise in some states,"Drs. Leana Wen and RIchard Besser join Morning Joe to discuss rising coronavirus infection rates in states like Arizona and Florida, and what the public can do to stay safe.",Morning Joe,"Health, Economy, Donald Trump, Best of last night",national,2020-06-19
218,MSNBC,Gupta: Trump rally like playing Russian roulette as COVID-19...,MSNBC Medical Contributor Dr. Vin Gupta reacts to the Trump campaign continuing its plan to hold an indoor rally on Saturday in Tulsa as the coronavirus statistics in Oklahoma continue to get worse.,The 11th Hour with Brian Williams,"Republicans, National Security, Health, Global Health, White House, White House, Donald Trump, Best of last night, Oklahoma",national,2020-06-18
219,MSNBC,"Facing controversy and a pandemic, Trump turns back to 2020","John Bolton is telling the press that Trump is unfit to be president, the Supreme Court rejected Trump's push to end DACA, and the coronavirus is increasing in at least 20 states.",The 11th Hour with Brian Williams,"Republicans, Democrats , Afghanistan, National Security, Health, Global Health, White House, White House, Donald Trump, Best of last night",national,2020-06-18
220,MSNBC,How Trump misled U.S. on coronavirus while seeking Chinese...,Chris Hayes: “Donald Trump simply cannot separate his own personal interests from the interests of the country. It is his core character defect as president. And it is now at the core of our current ongoing national disaster.”,All In with Chris Hayes,"Health, Economy, Global Health, Trade, White House, Ukraine, China, Foreign Policy, Donald Trump, Best of last night",national,2020-06-18
221,MSNBC,'Biological bomb' ready to blow: Trump defies medical experts...,"A Tulsa lawyer joins The Beat moments after meeting with the Oklahoma Supreme Court, pushing to force CDC safety recommendations for the planned Trump campaign rally.  Medical experts warn the rally is “dangerous."" As coronavirus cases spike in Oklahoma.",,"Elections, Donald Trump, Best of last night, Oklahoma",national,2020-06-18
222,MSNBC,"Cal Perry: 'How do you socially distance 19,000 people in an...",The venue for the upcoming Trump Rally to take place on Saturday voiced concern over the campaign's plan to keep the event safe.,MTP Daily,"Donald Trump, Best of last night",national,2020-06-18
223,MSNBC,Trump supporter on Tulsa rally: 'Not worried about the...,NBC's Cal Perry talks to a Trump supporter in line days ahead of his Tulsa rally amid concerns about the coronavirus.,,,national,2020-06-18
224,MSNBC,Dr. Gottlieb: Virus outbreaks happening in parts of U.S.,"Former FDA commissioner Dr. Scott Gottlieb weighs in on the spike in coronavirus cases in the South and Southwest, why he says wearing masks helps lower the rate of infection, what he thinks about a fall resurgence and the promise of a steroid in the",Morning Joe,"Health, Economy, Donald Trump, Best of last night",national,2020-06-18
225,MSNBC,Osterholm on Trump's indoor rally: I wouldn't go if all four...,"Infectious disease expert Michael Osterholm reacts to the dangers of Trump holding an indoor campaign rally in Tulsa, Oklahoma, as the number of coronavirus cases continue to increase there.",The 11th Hour with Brian Williams,"Republicans, National Security, Health, Global Health, White House, White House, Donald Trump, Best of last night",national,2020-06-18
226,MSNBC,"Memoli: 'Couldn't be a wider gulf' between Biden, Trump on the...","After Joe Biden gives a speech on coronavirus and the economy, NBC News’ @mikememoli says: “There probably couldn’t be a wider gulf between what the president thinks and what the former vice president thinks about where we are heading in this country.”",,,national,2020-06-17
227,MSNBC,Trump administration downplays risk of new surges in virus...,"Vice President Mike Pence, head of the Trump administration's coronavirus task force, is calling concerns over new coronavirus cases ""overblown,"" and the Trump campaign is still planning to hold a rally in Tulsa on Saturday despite a lawsuit from",Andrea Mitchell Reports,Donald Trump,national,2020-06-17
228,MSNBC,Senator encourages masks at upcoming Trump rally,"Sen. James Lankford, R-Okla., weighs in on the president's plans to hold a rally this month in Oklahoma amid concerns over the spread of coronavirus. Sen. Lankford says he encourages attendees to wear masks. Sen. Lankford also discusses police reform",Morning Joe,"Republicans, Best of last night",national,2020-06-17
229,MSNBC,"Infection rates, hospitalizations rise as states begin reopening","New coronavirus hot spots are emerging in Florida, Arizona and Texas as those states are setting records for daily infections. Dr. Vin Gupta joins Morning Joe to discuss why the numbers are rising.",Morning Joe,"Health, Economy, Donald Trump, Best of last night",national,2020-06-17
230,MSNBC,Trump's own coronavirus task force sending wildly mixed messages,Fauci says he wouldn't go to Trump's rally and Pence had lunch at an Iowa diner with no mask or social distancing. Both men are on Trump's coronavirus task force. Dr. Nahid Bhadelia joins to discuss.,The 11th Hour with Brian Williams,"Republicans, National Security, Health, Global Health, White House, White House, Donald Trump, Best of last night",national,2020-06-16
231,MSNBC,Rep. Katie Porter: Taxpayers deserve transparency over PPP...,"More than a half-trillion dollars have been dispersed to small businesses through the Paycheck Protection Program, but Trump administration officials refuse to disclose who’s receiving the funds or the size of the funds. Rep. Katie Porter (D-CA) says",The Last Word with Lawrence O'Donnell,"White House, Small Businesses, Donald Trump, Best of last night",national,2020-06-16
232,MSNBC,Laurie Garrett on US coronavirus policy: 'No other country in...,"Asked how President Trump’s politics have affected the United States coronavirus response, Laurie Garrett says, “There’s no other country in the world that has as chaotic a response this response as we. You have one policy, one place, one policy, another.",,,national,2020-06-16
233,MSNBC,"'Not the right time' for Trump rally in Oklahoma, says Tulsa...",Tulsa County Commissioner Karen Keith discusses President Trump's upcoming rally amid the coronavirus pandemic.,,,national,2020-06-16
234,MSNBC,Dr. Zeke Emanuel says virus deaths could ‘pretty reliably’...,"Dr. Zeke Emanuel joins Andrea Mitchell to discuss concerning spikes in coronavirus cases in the southern United States, as well the latest developments in coronavirus treatments after a new study out of the United Kingdom showed a widely available steroid",Andrea Mitchell Reports,"Health, Donald Trump",national,2020-06-16
235,MSNBC,Dr. Osterholm: We are still in this thing for months,Dr. Michael Osterholm discusses a spike of coronavirus cases in states across the country as rates decline in other states. Dr. Osterholm says we are still 'in this thing for months.',Morning Joe,"Health, Economy, Donald Trump, Best of last night",national,2020-06-16
236,MSNBC,Senator introduces new national service bill,"Sen. Chris Coons, D-Del., is introducing a bipartisan national service bill to expand services to aid with coronavirus response, and he joins Morning Joe to discuss.",Morning Joe,"Health, Economy, Donald Trump, Best of last night",national,2020-06-16
237,MSNBC,Health experts: Trump's indoor rally is dangerous due to COVID-19,"Trump allies have pointed to protests nationwide when defending the president's upcoming rally in Oklahoma, but health experts say Trump's rally is so problematic because it's indoors. Dr. Kavita Patel and Ashley Parker of The Washington Post both react.",The 11th Hour with Brian Williams,"Republicans, National Security, Health, Global Health, Donald Trump",national,2020-06-15
238,MSNBC,Protecting health care for LGBTQ individuals during coronavirus,The Trump administration on Friday finalized its rollback of protections against gender identity discrimination in health care regulated by the Affordable Care Act. Actress and advocate Laverne Cox and Brooke Sopelsa of NBC Out discuss.,Morning Joe,"Equality , LGBT, Black Lives Matter, Donald Trump, Best of last night",national,2020-06-15
239,MSNBC,WH economic advisers shrug off second wave of virus,"Even as coronavirus infection rates are on the rise in many parts of the U.S., the White House's top economic advisers last week shrugged off concerns of a potential second wave, with Larry Kudlow declaring there was no second spike or wave.",Morning Joe,"Health, Economy, Donald Trump, Best of last night",national,2020-06-15
240,MSNBC,Trump admin. promises aid as COVID-19 pandemic slams farmers,"The Donald Trump administration promises aid to farmers as the COVID-19 pandemic slams food producers. Yet, this industry is still being hit very hard by the economic downturn, particularly small farmers. Mary Jane Shanklin and Mark Pringle, farmers in",AM Joy,"Poverty, Economy, Farm Bill, Income Inequality, Kansas",national,2020-06-14
241,MSNBC,"Coronavirus first wave persist, second wave in fall expert says","The coronavirus first wave is persisting and very active, while the second wave is not due until the fall, public health expert Irwin Redlener, MD tells MSNBC’s Ayman Mohyeldin, in for Joy Reid.",AM Joy,"Donald Trump, Best of last night",national,2020-06-13
242,MSNBC,"Trump rallies follow West Point speech, but no COVID precautions","Donald Trump will hold rallies soon after his West Point speech, which was conducted with COVID-19 precautions. If West Point required COVID-19 prevention measures, why won’t Trump’s rally organizers do the same? Washington Post columnist Jennifer Rubin",AM Joy,"Military, National Security, Donald Trump, Best of last night",national,2020-06-13
243,MSNBC,Localities scramble to curb rising COVID-19 rates amid vocal...,"With coronavirus case rates rising in a number of states, some local officials are trying to hold back the surge by pausing reopening or requiring mask use in public. But the Trump administration continues to ignore the numbers. And increasing hostility",,Health,national,2020-06-13
244,MSNBC,"Despite dire death toll, Trump admin still failing nursing homes","Rachel Maddow reports on the poor job the Trump administration has done in tracking coronavirus cases in nursing homes and providing facilities with much needed equipment, even though nursing homes are where COVID-19 has been causing the most death since",The Rachel Maddow Show,"Health, White House, Best of last night",national,2020-06-12
245,MSNBC,Patel: Coronavirus makes an indoor Trump rally 'a setup for...,"Dr. Patel on Trump’s plan to hold indoor rallies amid COVID-19: “We have evidence that that is exactly how we are getting these 'super spreader' events, whether it’s in a choir, in a church, at a party. We know that this is just a set up for disaster.”",All In with Chris Hayes,"Health, Elections, Donald Trump, Best of last night",national,2020-06-12
246,MSNBC,Unmasked: Trump pushes COVID waiver as Pence deletes...,"Confirmed cases of COVID-19 are rising in the United States, despite a worldwide decline.  Vice President Pence deletes a tweet showing campaign staffers without masks or social distancing – ignoring his own task force’s guidelines. As Trump is getting",,"Mike Pence, Donald Trump, Best of last night",national,2020-06-12
247,MSNBC,"A pandemic, economic downturn and globalization",Dr. Jeffrey Sachs and historian Hal Brands join Morning Joe to discuss the impact coronavirus is having on the global economy.,Morning Joe,"Health, Economy, Donald Trump, Best of last night",national,2020-06-12
248,MSNBC,Dr. Gupta: We aren't flattening the curve; the curve is re...,Surgeon General Jerome Adams in a public statement on Thursday stated the national coronavirus curve was flattening but that COVID-19 has not gone away. Drs. Vin Gupta and Dave Campbell discuss the surgeon general's remarks.,Morning Joe,"Health, Economy, Donald Trump, Best of last night",national,2020-06-12
249,MSNBC,Data shows many Americans moving around like there's no pandemic,An NBC News analysis of cell phone data shows that many Americans are moving and collecting at the same rates they were before the COVID-19 pandemic. Dr. Vin Gupta reacts.,The 11th Hour with Brian Williams,"National Security, Health, Global Health, White House, White House, Donald Trump, Best of last night",national,2020-06-11
250,MSNBC,Trump fails to mention George Floyd at event on race and police,"With the coronavirus pandemic showing signs it's still spreading and the economy souring, the president went to Texas to have an event on race and police and pledged to 'dominate' the streets with 'compassion.'",The 11th Hour with Brian Williams,"Race, Equality , Health, Global Health, Criminal Justice | MSNBC, Society, White House, White House, Police Brutality, Best of last night",national,2020-06-11
251,MSNBC,"Rep. Adam Schiff is worried that Trump will ‘delegitimize,...","Not only is Trump’s handling of the coronavirus a concern for Congressman Adam Schiff, but ‘sadly he’s given us every reason to be concerned’ about Trump delegitimizing votes going into the 2020 election.",Hardball with Chris Matthews,Donald Trump,national,2020-06-11
252,MSNBC,Tom Perez: Pres. Trump's coronavirus response has 'killed'...,DNC Chair Tom Perez on President Trump’s treatment of the African-American community: “He has killed them in some places because of his failed response to coronavirus.”,MTP Daily,Best of last night,national,2020-06-11
253,MSNBC,Mara Gay on Trump's Tulsa Juneteeth rally: 'You really have to...,"President Donald Trump was hit with strong backlash over his decision to hold a campaign rally next week on Juneteenth, a holiday marking the end of slavery, in Tulsa, Oklahoma, the site of one of the deadliest race riots in American history, in 1921.",,,national,2020-06-11
254,MSNBC,Trump economic adviser on what happens when Americans'...,"Trump economic adviser Kevin Hassett says that ""we've given people enough cash .... which they can go out and start buying stuff with if the economies open up and so there's a chance for a really positive outcome.""",,,national,2020-06-11
255,MSNBC,"'We can't let our guard down' on virus, says Dr. Gottlieb",Former FDA commissioner Dr. Scott Gottlieb says the coronavirus epidemic is still spreading but at a slower rate. Dr. Gottlieb also predicts the country will see infections coming from recent protests and that the fight against the virus will be a long,Morning Joe,"Health, Economy, Donald Trump, Best of last night",national,2020-06-11
1,NYT,Biden Says Trump ‘Surrendered’ to Coronavirus in Blistering Speech,"President Trump’s Democratic opponent criticized him for failing to protect the American people from the virus, as it continues to surge in many parts of the country.",Matt Stevens and Thomas Kaplan,Politics,national,2020-06-30
2,NYT,Trump Is Feeding America’s Coronavirus Nightmare,“It’s going away” only in the president’s delusion.,Nicholas Kristof,Opinion,national,2020-06-24
3,NYT,Biden Hits Trump’s Coronavirus Response: ‘He’s Worried About Looking Bad’,"Joe Biden took aim at President Trump’s approach to the virus: “It’s all whining and self-pity.” In a separate interview, he said he would require mask-wearing in public if he were president.",Reid J. Epstein,Politics,national,2020-06-25
4,NYT,America Is Too Broken to Fight the Coronavirus,No other developed country is doing so badly.,Michelle Goldberg,Opinion,national,2020-06-22
5,NYT,NA,NA,NA,NA,national,NA
6,NYT,"In Tulsa, Trump Plays Down Coronavirus Cases and Demonizes Protesters","President Trump said he wanted to slow coronavirus testing, questioned protesters’ toppling of Confederate monuments across the country and vowed to defeat his presumptive Democratic challenger, former Vice President Joe Biden, in November.",NA,Politics,national,2020-06-20
7,NYT,Can We Call Trump a Killer?,There is no way to remove his culpability in the neglectful handling of the coronavirus.,Charles M. Blow,Opinion,national,2020-06-24
8,NYT,White House Eases Virus Restrictions Except for Those Around Trump,"Every staff member and guest in contact with President Trump and Vice President Mike Pence will still have their temperatures taken, be asked their symptom histories and be tested for the coronavirus.",Annie Karni,Politics,national,2020-06-22
