Title,Title_link,css-17ubb9w,css-myxawk,css-16nhkrn,Thumbnail,css-15w69y9,css-bc0f0m
How the Trump Campaign’s Plans for a Triumphant Rally Went Awry,https://www.nytimes.com/2020/06/18/us/politics/trump-rally-tulsa-juneteenth.html?searchResultPosition=57,June 18,Politics,"Instead of offering President Trump a glide path back into the campaign season, Saturday’s rally in Tulsa has become yet another flash point for a candidate who has repeatedly displayed insensitivity about race.",https://static01.nyt.com/images/2020/06/18/us/politics/18trump-tulsa/merlin_154090713_74d603f0-d381-47c0-a6f3-278ea59fe4e6-thumbWide.jpg,"By Annie Karni, Maggie Haberman and Reid J. Epstein","PRINT EDITIONHow Trump’s Comeback Went From Triumphant to ‘Stinging’|June 19, 2020, Page A21"
Putin Says U.S. Is in ‘Deep Internal Crisis’,https://www.nytimes.com/2020/06/14/world/europe/putin-interview-united-states.html?searchResultPosition=58,June 14,Europe,The Russian leader described an America poisoned by racism and violence and paralyzed by the refusal of President Trump’s opponents to accept the 2016 election results.,https://static01.nyt.com/images/2020/06/14/world/14putin-usa/14putin-usa-thumbWide.jpg,By Andrew Higgins,"PRINT EDITIONPutin Outlines ‘Deep Internal Crisis’ in U.S.|June 15, 2020, Page A11"
Tribe in South Dakota Seeks Court Ruling Over Standoff on Blocking Virus,https://www.nytimes.com/2020/06/24/us/politics/coronavirus-south-dakota-tribe-standoff.html?searchResultPosition=59,June 24,Politics,"The Cheyenne River Sioux Tribe set up checkpoints to limit the spread of the coronavirus. After the state objected, the White House got involved. Now the tribe has asked a federal judge to intervene.",https://static01.nyt.com/images/2020/07/24/us/politics/24dc-virus--tribes-sub/merlin_173934450_17e6062d-d3b2-4e6e-985d-7be5d9d23fcb-thumbWide.jpg,By Mark Walker and Emily Cochrane,"PRINT EDITIONJune 25, 2020"
Trump Suspends Visas Allowing Hundreds of Thousands of Foreigners to Work in the U.S.,https://www.nytimes.com/2020/06/22/us/politics/trump-h1b-work-visas.html?searchResultPosition=60,June 22,Politics,"The move is fiercely opposed by business leaders, who say it will block their ability to recruit critically needed workers from countries overseas.",https://static01.nyt.com/images/2020/06/22/us/politics/22dc-immig1/merlin_173760573_91782a94-f985-47fe-b5fe-893b577777c8-thumbWide.jpg,By Michael D. Shear and Miriam Jordan,"PRINT EDITIONTrump to Halt Worker Visas Through 2020|June 23, 2020, Page A1"
"E.U. May Bar American Travelers as It Reopens Borders, Citing Failures on Virus",https://www.nytimes.com/2020/06/23/world/europe/coronavirus-EU-American-travel-ban.html?searchResultPosition=61,June 23,Europe,"European Union officials are racing to agree on who can visit the bloc as of July 1 based on how countries of origin are faring with new coronavirus cases. Americans, so far, are excluded, according to draft lists seen by The New York Times.",https://static01.nyt.com/images/2020/06/23/world/23virus-europe-travel/23virus-europe-travel-thumbWide.jpg,By Matina Stevis-Gridneff,"PRINT EDITIONAs E.U. Opens,  It Aims to Keep  Americans Out|June 24, 2020, Page A1"
"As Coronavirus Infections Climb, Washington Moves On to Other Business",https://www.nytimes.com/2020/06/10/us/politics/coronavirus-washington-trump.html?searchResultPosition=62,June 10,Politics,"New cases are rising in almost half of the states. But in the capital, restless lawmakers and White House officials appear ready to focus on other subjects.",https://static01.nyt.com/images/2020/06/10/us/politics/10dc-virus-wash1/merlin_173140734_c2fb931b-5eed-472a-8883-1f0edbd41a2b-thumbWide.jpg,By Sheryl Gay Stolberg and Noah Weiland,"PRINT EDITIONDespite Growth in Cases, Easily Distracted Washington Moves On|June 11, 2020, Page A6"
Trump’s ‘What Do You Have to Lose?’ Presidency Is Rallying Again,https://www.nytimes.com/2020/06/20/us/politics/trump-campaign-rally-tulsa.html?searchResultPosition=63,June 20,Politics,"As an encapsulation of the president’s worldview, some former associates say, there is perhaps no beating the text of a campaign waiver: “guests voluntarily assume all risks.”",https://static01.nyt.com/images/2020/06/20/us/politics/20memo-risk1/merlin_171764799_0c22dfae-81c5-4159-9097-270267c6ccc1-thumbWide.jpg,By Matt Flegenheimer,"PRINT EDITION‘What Do You Have  To Lose?’ Best Read The Fine Print|June 20, 2020, Page A18"
Judge Orders Roger Stone to Report to Prison Next Month,https://www.nytimes.com/2020/06/26/us/politics/roger-stone-prison.html?searchResultPosition=64,June 26,Politics,"President Trump’s friend had sought a longer reprieve before he serves his sentence on seven felony convictions, citing the pandemic.",https://static01.nyt.com/images/2020/06/26/us/politics/26dc-stone/26dc-stone-thumbWide.jpg,By Sharon LaFraniere,"PRINT EDITIONJune 27, 2020"
,,,,,,,
Graduating West Point Cadets Isolate for Two Weeks Ahead of Trump Speech,https://www.nytimes.com/2020/06/12/us/politics/trump-west-point.html?searchResultPosition=65,June 12,Politics,The address comes as the coronavirus spreads — and during a breakdown in relations between the president and the nation’s top military leaders.,https://static01.nyt.com/images/2020/06/12/us/politics/12dc-westpoint/merlin_161206188_e6ee6180-64d6-4fdd-9281-058430d06901-thumbWide.jpg,By Eric Schmitt and Michael D. Shear,"PRINT EDITIONTrump to Address Cadets In Uneasy Commencement|June 13, 2020, Page A17"
The Week in Business: Confronting Racist Marketing,https://www.nytimes.com/2020/06/21/business/the-week-in-business-confronting-racist-marketing.html?searchResultPosition=66,June 21,Business,"Facebook takes on political ads, and (some) small businesses catch a break in aid funding.",https://static01.nyt.com/images/2020/06/21/business/21WithInterest1-illo/21WithInterest1-illo-thumbWide.jpg,By Charlotte Cowles,"PRINT EDITIONJune 21, 2020, Page BU2"
"Trump Will Give Convention Speech in Jacksonville, Capping a Dispute Over Safety",https://www.nytimes.com/2020/06/11/us/politics/trump-jacksonville-rnc-speech.html?searchResultPosition=67,June 11,Politics,"The move from Charlotte, N.C., where the Republican convention was originally planned, came after the president demanded to hold an event without social distancing rules.",https://static01.nyt.com/images/2020/06/11/us/politics/11gop-convention/merlin_110560684_2a9cd220-38f6-40a8-aac1-ccaaec691b02-thumbWide.jpg,By Annie Karni,"PRINT EDITIONTrump Speech At Convention Will Be Moved To Jacksonville|June 12, 2020, Page A16"
"Trump and de Blasio: ‘Together, at the Wrong Time in History’",https://www.nytimes.com/2020/06/17/us/politics/trump-bill-de-blasio-new-york.html?searchResultPosition=68,June 17,Politics,"The chief executives of the country and its biggest city have found themselves diminished as leaders, lacking the trust of the people they serve.",https://static01.nyt.com/images/2020/06/15/us/politics/15leadership-01/15leadership-01-thumbWide.jpg,By Jeremy W. Peters,"PRINT EDITIONPolar Opposites United by a Failure to Lead|June 18, 2020, Page A21"
Could Trump Turn a Vaccine Into a Campaign Stunt?,https://www.nytimes.com/2020/06/08/opinion/trump-coronavirus-vaccine.html?searchResultPosition=69,June 8,Opinion,"In a desperate search for a boost, he could release a coronavirus vaccine that has not been shown to be safe and effective as an October surprise.",https://static01.nyt.com/images/2020/06/08/opinion/08Emanuel-Offit/merlin_172389771_00c37a56-baa0-4544-817c-ebf281076c0b-thumbWide.jpg,By Ezekiel J. Emanuel and Paul A. Offit,
"Onscreen, the Trump Campaign Ramps Up, and Down",https://www.nytimes.com/2020/06/22/arts/television/trump-tulsa.html?searchResultPosition=70,June 22,Television,"In an anemic rally and a video interview with his son, the president created awkward images and relived a battle with an incline.",https://static01.nyt.com/images/2020/06/22/arts/22trumptv/22trtumptv-thumbWide.jpg,By James Poniewozik,"PRINT EDITIONThe Battle of the Ramp, From West Point to Tulsa|June 23, 2020, Page A20"
"U.S. Must Release Children From Family Detention Centers, Judge Rules",https://www.nytimes.com/2020/06/26/us/immigrant-children-detention-centers.html?searchResultPosition=71,June 26,U.S.,"The order, which cited the severity of the coronavirus pandemic, applies to children held in the nation’s three family detention centers for more than 20 days.",https://static01.nyt.com/images/2020/06/26/us/politics/26immigration/merlin_173834157_cd57f460-6415-4a7f-8a63-1268b46de725-thumbWide.jpg,By Miriam Jordan,"PRINT EDITIONJudge Orders The Release Of Children In ICE Centers|June 27, 2020, Page A20"
How the Supreme Court Is Quietly Enabling Trump,https://www.nytimes.com/2020/06/17/opinion/supreme-courts-trump-relief.html?searchResultPosition=72,June 17,Opinion,"Using emergency relief at the court, the administration has imposed controversial policies without a final determination of their legality.",https://static01.nyt.com/images/2020/06/17/opinion/17Vladeck/merlin_156586044_cb0823c2-3f4b-4eb2-8b79-18d505a603c9-thumbWide.jpg,By Stephen I. Vladeck,"PRINT EDITIONHow the Court Quietly Enables Trump|June 18, 2020, Page A23"
"After Asking Americans to Sacrifice in Shutdown, Leaders Failed to Control Virus",https://www.nytimes.com/2020/06/27/us/after-asking-americans-to-sacrifice-in-shutdown-leaders-failed-to-control-virus.html?searchResultPosition=73,June 27,U.S.,"As Covid-19 cases surge, it is clear many governors underestimated the coronavirus and rushed to reopen before their states were ready.",https://static01.nyt.com/images/2020/06/27/us/27virus-sacrifie-1/merlin_172885797_8cd2ad34-9dbf-4f3f-8c7b-f740f8c40815-thumbWide.jpg,"By Sabrina Tavernise, Frances Robles and Louis Keene","PRINT EDITIONCases Soaring As Leadership On Virus Fails|June 28, 2020, Page A1"
A Winner on Election Day in November? Don’t Count on It,https://www.nytimes.com/2020/06/24/us/politics/november-2020-election-day-results.html?searchResultPosition=74,June 24,Politics,"The lack of race results in New York and Kentucky this week is a prelude for the presidential election, as officials strain to deal with a deluge of absentee ballots and a jumble of voting deadlines.",https://static01.nyt.com/images/2020/06/25/us/politics/24elections-november1/merlin_173137830_8de2a246-d93d-40c1-b2f3-2e9ba95d638f-thumbWide.jpg,By Shane Goldmacher,"PRINT EDITIONRace Will End  Nov. 3, Right?  Don’t Bet on It|June 25, 2020, Page A1"
,,,,,,,
"We’re Feeding America, but We’re Sacrificing Ourselves",https://www.nytimes.com/2020/06/15/opinion/coronavirus-tyson-poultry.html?searchResultPosition=75,June 15,Opinion,"Poultry plants continue to run processing lines at a breakneck speed, making it impossible for workers to social distance.",https://static01.nyt.com/images/2020/06/16/autossell/op-poultry-thumb/op-poultry-thumb-thumbWide.jpg,By Jerald Brooks and Lakesha Bailey,
G.O.P. Faces Risk From Push to Repeal Health Law During Pandemic,https://www.nytimes.com/2020/06/22/us/politics/republicans-health-care-coronavirus.html?searchResultPosition=76,June 22,Politics,Republicans and the Trump administration continue to press to end the Affordable Care Act even as the virus leaves more Americans worried about affordable health coverage.,https://static01.nyt.com/images/2020/06/22/us/politics/22dc-virus-aca1/merlin_171193350_3c6e1aaa-8027-4337-933b-d1a58eaa9fde-thumbWide.jpg,By Sheryl Gay Stolberg,"PRINT EDITIONPandemic Adds Risk to G.O.P.’s Effort to Repeal Health Law|June 23, 2020, Page A10"
"Trump Defends Police, but Says He’ll Sign Order Encouraging Better Practices",https://www.nytimes.com/2020/06/11/us/politics/trump-biden-police.html?searchResultPosition=77,June 11,Politics,"Joseph R. Biden Jr., his Democratic opponent, accused the president of dividing the country.",https://static01.nyt.com/images/2020/06/11/us/11dc-trump-image/11dc-trump-image-thumbWide-v4.jpg,By Peter Baker and Thomas Kaplan,"PRINT EDITIONSpurning Wide Reform, Trump Says the Police Just Require Training|June 12, 2020, Page A18"
Pandemic’s Cleaner Air Could Reshape What We Know About the Atmosphere,https://www.nytimes.com/2020/06/25/climate/coronavirus-clean-air.html?searchResultPosition=78,June 25,Climate,"Coronavirus shutdowns have cut pollution, and that’s opened the door to a “giant, global environmental experiment” with potentially far-reaching consequences.",https://static01.nyt.com/images/2020/06/24/science/00CLI-VIRUS-CLEANAIR1/00CLI-VIRUS-CLEANAIR1-thumbWide.jpg,By Coral Davenport,"PRINT EDITIONData on Pandemic’s Cleaner Air Could Reshape Policies|June 26, 2020, Page A8"
Federal Executions to Resume Amid a Pandemic and Protests,https://www.nytimes.com/2020/06/30/us/politics/federal-executions-pandemic.html?searchResultPosition=79,June 30,Politics,The administration is pressing ahead with the first federal execution in 17 years as demonstrators seek changes to the criminal justice system and lawyers have trouble visiting death-row clients.,https://static01.nyt.com/images/2020/06/30/us/politics/30dc-virus-deathpenalty1/30dc-virus-deathpenalty1-thumbWide-v2.jpg,By Hailey Fuchs,"PRINT EDITIONFederal Executions Set to Resume With Pandemic and Politics in Backdrop|July 1, 2020, Page A8"
Don’t Leave the W.H.O. Strengthen It.,https://www.nytimes.com/2020/06/13/opinion/sunday/trump-world-health-organization-who.html?searchResultPosition=80,June 13,Sunday Review,The organization is still the world’s best hope for fighting pandemics.,https://static01.nyt.com/images/2020/06/14/opinion/14who/14who-thumbWide-v10.jpg,By The Editorial Board,"PRINT EDITIONDon’t Leave the W.H.O. Strengthen It.|June 14, 2020, Page SR8"
Obamacare Faces Unprecedented Test as Economy Sinks,https://www.nytimes.com/2020/06/27/health/coronavirus-obamacare-unemployment-health-coverage.html?searchResultPosition=81,June 27,Health,The battles over the health law have played out during a decade of continuous economic growth. How it performs as a safety net now may help determine its future.,https://static01.nyt.com/images/2020/06/22/science/00VIRUS-UNINSURED1/00VIRUS-UNINSURED1-thumbWide-v2.jpg,By Abby Goodnough and Reed Abelson,"PRINT EDITIONEconomic Woes Increase Stakes For Obamacare|June 27, 2020, Page A1"
"A Mad Scramble to Stock Millions of Malaria Pills, Likely for Nothing",https://www.nytimes.com/2020/06/16/us/politics/trump-hydroxychloroquine-coronavirus.html?searchResultPosition=82,June 16,Politics,"Before the F.D.A. withdrew its waiver to stockpile the drugs as coronavirus treatments, the Trump administration had embarked on a headlong effort to import tens of millions of doses.",https://static01.nyt.com/images/2020/06/16/us/politics/16dc-virus-ticktock1/merlin_170736381_ef3d1935-e573-4aaa-843e-6e181c2379cb-thumbWide.jpg,By Sheryl Gay Stolberg,"PRINT EDITIONMad Scramble to Stock Millions of Malaria Pills, Likely for Naught|June 17, 2020, Page A7"
Wave of New Polling Suggests an Erosion of Trump’s Support,https://www.nytimes.com/2020/06/09/upshot/polling-trump-erosion-support.html?searchResultPosition=83,June 9,The Upshot,Joe Biden appears in a stronger position to oust an incumbent president than any challenger since Bill Clinton in the summer of 1992.,https://static01.nyt.com/images/2020/06/08/upshot/up-polls-1-promo/up-polls-1-promo-thumbWide-v3.jpg,By Nate Cohn,"PRINT EDITIONNew Numbers Suggest a Major Erosion of Trump’s Support|June 10, 2020, Page A20"
What the Pandemic Reveals About the Male Ego,https://www.nytimes.com/2020/06/13/opinion/sunday/women-leaders-coronavirus.html?searchResultPosition=84,June 13,Sunday Review,Why are the rates of coronavirus deaths far lower in many female-led countries?,https://static01.nyt.com/images/2020/06/15/opinion/sunday/15Kristof2/merlin_171421221_ec3ba2ca-4f93-47c8-9727-f5ad9ab7f258-thumbWide.jpg,By Nicholas Kristof,"PRINT EDITIONNations  May Be Safer Under Women|June 14, 2020, Page SR9"
,,,,,,,
Joe Biden Needs to Learn an Urgent Lesson From the 2004 Election,https://www.nytimes.com/2020/06/14/opinion/trump-biden-2020.html?searchResultPosition=85,June 14,Opinion,"Bush survived the Iraq war. Trump has mishandled the coronavirus and the protests, but Americans care more about plans going forward.",https://static01.nyt.com/images/2020/06/15/opinion/15ohanlonWeb/15ohanlonWeb-thumbWide.jpg,By Michael E. O’Hanlon,"PRINT EDITIONHeeding the  Lessons  Of 2004|June 15, 2020, Page A19"
Why Joe Biden Should Look to His Left,https://www.nytimes.com/2020/06/11/opinion/biden-progressive-agenda.html?searchResultPosition=86,June 11,Opinion,Progressive ideas don’t just turn out the vote. They win votes.,https://static01.nyt.com/images/2020/06/08/opinion/08mcelwee1/08mcelwee1-thumbWide.jpg,By Sean McElwee,
"On the Future, Americans Can Agree: It Doesn’t Look Good",https://www.nytimes.com/2020/06/12/us/politics/election-coronavirus-protests-unemployment.html?searchResultPosition=87,June 12,Politics,"Battered by a health crisis and boiling over with fury about racial injustice, many voters are mourning the past, worried about the present and fearful of what comes next.",https://static01.nyt.com/images/2020/06/11/us/politics/11unrest-voters/merlin_173322864_246e7cf4-65ae-4d93-9f19-d25c61bf288a-thumbWide.jpg,By Lisa Lerer and Dave Umhoefer,"PRINT EDITIONLeft, Right or Center, Voters See a Bleak Future|June 13, 2020, Page A1"
Trump Administration Moves to Solidify Restrictive Immigration Policies,https://www.nytimes.com/2020/06/12/us/politics/coronavirus-trump-immigration-policies.html?searchResultPosition=88,June 12,Politics,The administration proposed a rule this week that would raise the standard of proof for migrants hoping to obtain asylum and is expected to propose additional visa restrictions.,https://static01.nyt.com/images/2020/06/12/us/politics/12dc-virus-asylum/merlin_164402961_19817a9e-fea8-4828-8a51-1b4fa11ce7fa-thumbWide.jpg,By Zolan Kanno-Youngs and Maggie Haberman,"PRINT EDITIONWhite House, Pointing to Pandemic, Moves to Bolster Immigration Barriers|June 13, 2020, Page A16"
"This Time, Hardly Anyone Followed Trump’s Lead on Virus Drugs",https://www.nytimes.com/2020/06/04/us/trump-coronavirus-drugs-prescriptions.html?searchResultPosition=89,June 4,U.S.,Prescriptions soared after the president began promoting two antimalarial drugs to treat coronavirus infections. Nothing of the sort happened when he later announced he was taking one of them.,https://static01.nyt.com/images/2020/06/04/multimedia/04virus-trump-prescriptions/merlin_172894443_c1339159-1cab-42d3-b4d5-95ccf1791e82-thumbWide.jpg,By Ellen Gabler and Michael H. Keller,"PRINT EDITIONMinimal Rise For Drugs Promoted By Trump|June 5, 2020, Page A6"
A Conspiracy Made in America May Have Been Spread by Russia,https://www.nytimes.com/2020/06/15/technology/coronavirus-disinformation-russia-iowa-caucus.html?searchResultPosition=90,June 15,Technology,"The Americans who pushed a conspiracy theory the night of the Iowa caucuses have migrated to coronavirus conspiracies on Twitter, with help from a very Russia-friendly account.",https://static01.nyt.com/images/2020/05/20/business/20mook/20mook-thumbWide-v2.jpg,By Nicole Perlroth,"PRINT EDITIONRussia Exploits Conspiracy Mill Americans Built|June 16, 2020, Page A1"
"Trump, Citing Pandemic, Moves to Weaken Two Key Environmental Protections",https://www.nytimes.com/2020/06/04/climate/trump-environment-coronavirus.html?searchResultPosition=91,June 4,Climate,Twin environmental actions set for Thursday underscored the president’s push to roll back regulations as the coronavirus crisis continues.,https://static01.nyt.com/images/2020/06/04/climate/04CLI-DEREGULATIONS1/04CLI-DEREGULATIONS1-thumbWide.jpg,By Coral Davenport and Lisa Friedman,"PRINT EDITIONCiting Pandemic, Trump  Rolls Back Regulations  On Climate Protections|June 5, 2020, Page A23"
Market Madness in the Pandemic,https://www.nytimes.com/2020/06/15/opinion/coronavirus-stock-market.html?searchResultPosition=92,June 15,Opinion,Why are investors rushing to buy junk?,https://static01.nyt.com/images/2020/06/15/opinion/15krugman1/merlin_147997977_1ccca318-b522-42e5-8f1c-9a68d1d0d9b0-thumbWide.jpg,By Paul Krugman,"PRINT EDITIONMarket Madness in  The Pandemic|June 16, 2020, Page A31"
Congress Steps Up Pressure as Trump Administration Evades Bailout Oversight,https://www.nytimes.com/2020/06/15/us/politics/coronavirus-ppp-trump-congress.html?searchResultPosition=93,June 15,Politics,"As independent watchdogs sound an oversight alarm, House Democrats demand to know who got $500 billion in small-business loans.",https://static01.nyt.com/images/2020/06/15/us/politics/15dc-virus-oversight/merlin_172963488_d9505f71-4835-4d36-9d45-e9895c22e4cc-thumbWide.jpg,By Emily Cochrane and Alan Rappeport,"PRINT EDITIONTurning Up Pressure, House Democrats Open Inquiry Into Aid Recipients|June 16, 2020, Page A6"
"Farmers Get Billions in Virus Aid, and Democrats Are Wary",https://www.nytimes.com/2020/06/07/us/politics/virus-trump-aid-farmers.html?searchResultPosition=94,June 7,Politics,"As the administration sends up to $16 billion in additional subsidies, critics are concerned that the funds could be used to ensure that the president maintains the backing of one of his key voting blocs.",https://static01.nyt.com/images/2020/06/07/us/politics/07dc-virus-farmaid1/merlin_173256975_b1fb77b4-71b0-41bc-8f16-0a10212a45db-thumbWide.jpg,By Sharon LaFraniere,"PRINT EDITIONMore Billions to Farms, This Time for Virus Aid|June 8, 2020, Page A1"
,,,,,,,
"Trump Says Jobs Report Made It a ‘Great Day’ for George Floyd, Stepping on Message",https://www.nytimes.com/2020/06/05/us/politics/trump-jobs-report-george-floyd.html?searchResultPosition=95,June 5,Politics,"The president’s comments on Mr. Floyd, who died after a police officer knelt on his neck for nearly nine minutes, were immediately criticized by Joseph R. Biden Jr., his Democratic opponent.",https://static01.nyt.com/images/2020/06/05/us/politics/05dc-trump/merlin_173234481_68b9e39f-a246-4be4-b2c7-cdb6cf448370-thumbWide.jpg,By Katie Rogers,"PRINT EDITIONPresident Says Job Report Makes ‘a Great Day’ for Floyd|June 6, 2020, Page A16"
I.M.F. Approves Critical Loan for Ukraine,https://www.nytimes.com/2020/06/10/world/europe/imf-ukraine-loan.html?searchResultPosition=96,June 10,Europe,President Volodymyr Zelensky of Ukraine won an endorsement for his anti-corruption policies with the approval of a $5 billion lending program from the International Monetary Fund.,https://static01.nyt.com/images/2020/06/10/world/10ukraine-imf/10ukraine-imf-thumbWide.jpg,By Andrew E. Kramer,"PRINT EDITIONJune 11, 2020"
‘Pandemic Within a Pandemic’: Coronavirus and Police Brutality Roil Black Communities,https://www.nytimes.com/2020/06/07/us/politics/blacks-coronavirus-police-brutality.html?searchResultPosition=97,June 7,Politics,"The current civil unrest is deeply connected to the racial disparities exposed by the coronavirus crisis. “I’m just as likely to die from a cop as I am from Covid,” one organizer said.",https://static01.nyt.com/images/2020/06/07/us/politics/07dc-unrest-virus1/07dc-unrest-virus1-thumbWide.jpg,By Sheryl Gay Stolberg,"PRINT EDITION‘Pandemic Within a Pandemic’ Fuels Unrest|June 8, 2020, Page A20"
‘They Let Us Down’: 5 Takeaways on the C.D.C.’s Coronavirus Response,https://www.nytimes.com/2020/06/03/us/cdc-virus-takeaways.html?searchResultPosition=98,June 3,U.S.,"Early mistakes in testing, aging data systems, clashes with President Trump and an overly cautious culture shook confidence in the nation’s premier public health agency.",https://static01.nyt.com/images/2020/05/31/multimedia/00virus-cdctakeaways-1/merlin_171868707_465030c6-7403-42ce-825d-2e05a6675b12-thumbWide.jpg,By Michael D. Shear,"PRINT EDITIONJune 3, 2020"
Philonise Floyd Speaks Out: ‘I’m Here to Ask You to Make It Stop’,https://www.nytimes.com/2020/06/11/us/politics/philonise-floyd-black-lives-matter.html?searchResultPosition=99,June 11,Politics,Congressional testimony and a new debate over Confederate names: This is your morning tip sheet.,https://static01.nyt.com/images/2020/04/30/us/onpolitics-capitol/onpolitics-capitol-thumbWide-v3.jpg,By Giovanni Russonello,
How Times Reporters Handle Scientific Studies,https://www.nytimes.com/2020/06/09/insider/reporters-scientific-studies.html?searchResultPosition=100,June 9,Times Insider,When is research considered reliable? The answer isn’t always fully known. Here’s the approach our journalists take in evaluating studies and their results.,https://static01.nyt.com/images/2020/06/12/insider/11-insider-science/11-insider-science-thumbWide.jpg,By Emily Palmer,"PRINT EDITIONHow Reporters Treat Scientific Studies|June 12, 2020, Page A2"
Philonise Floyd Speaks Out: ‘I’m Here to Ask You to Make It Stop’,https://www.nytimes.com/2020/06/11/us/politics/philonise-floyd-black-lives-matter.html?searchResultPosition=101,June 11,Politics,Congressional testimony and a new debate over Confederate names: This is your morning tip sheet.,https://static01.nyt.com/images/2020/04/30/us/onpolitics-capitol/onpolitics-capitol-thumbWide-v3.jpg,By Giovanni Russonello,
Trump Administration Faces Bipartisan Calls to End Citizenship Delays,https://www.nytimes.com/2020/06/17/us/coronavirus-naturalization-citizenship-voting.html?searchResultPosition=102,June 17,U.S.,Lawmakers from both parties are urging the Trump administration to conduct the oath remotely to make up for a pause in naturalization ceremonies during the health crisis.,https://static01.nyt.com/images/2020/06/17/us/17virus-naturalization/17virus-naturalization-thumbWide.jpg,By Miriam Jordan,"PRINT EDITIONWith an Election Looming, a Backlog in Citizenship Applications Swells|June 18, 2020, Page A7"
Republicans Will Move Trump Convention Speech Out of Charlotte,https://www.nytimes.com/2020/06/02/us/politics/convention-charlotte-virus-republicans.html?searchResultPosition=103,June 2,Politics,"After a stalemate with Democrats in North Carolina, Republicans said the president wouldn’t accept the party’s nomination at its convention in Charlotte, as planned, but would do so in another city.",https://static01.nyt.com/images/2020/06/02/us/politics/02virus-convention/merlin_110157322_35a5d191-454c-4efe-883f-e7de13360366-thumbWide.jpg,By Annie Karni,"PRINT EDITIONRepublicans Seeking Site To Relocate Convention|June 3, 2020, Page A29"
"Trump ‘Remains Healthy’ After Taking Hydroxychloroquine, His Doctor Says",https://www.nytimes.com/2020/06/03/us/politics/trump-physical-hydroxychloroquine.html?searchResultPosition=104,June 3,Politics,"The president has hailed the drug as a cure for Covid-19, but his own health officials have questioned its effectiveness and safety. His doctor’s comments were part of a summary of the president’s health.",https://static01.nyt.com/images/2020/06/03/us/politics/03dc-trumphealth/03dc-trumphealth-thumbWide.jpg,By Katie Rogers and Lawrence K. Altman,"PRINT EDITIONTrump ‘Remains Healthy’ After Taking Hydroxychloroquine, Doctor Says|June 4, 2020, Page A23"
,,,,,,,
"Despite Big Promises, U.S. Has Delivered Limited Aid in Global Virus Response",https://www.nytimes.com/2020/06/07/us/politics/coronavirus-humanitarian-aid-united-states.html?searchResultPosition=105,June 7,Politics,The State Department and U.S.A.I.D. have spent a fraction of the humanitarian assistance that Congress approved in March to help curb the coronavirus.,https://static01.nyt.com/images/2020/06/07/us/politics/07dc-virus-aid/07dc-virus-aid-thumbWide.jpg,By Lara Jakes,"PRINT EDITIONDespite Big Promises, U.S. Has Delivered Limited Help to Global Virus Response|June 8, 2020, Page A10"
"When Voters Discuss Coronavirus, They’re Really Talking About Trump",https://www.nytimes.com/2020/05/29/us/politics/trump-coronavirus-polls.html?searchResultPosition=106,May 29,Politics,"Even though most people don’t name the coronavirus as their top voting issue, President Trump’s response to the outbreak, and how it’s perceived, will probably swing the election.",https://static01.nyt.com/images/2020/05/29/us/politics/29pollwatch/merlin_172864098_4e331ac7-489f-4400-9166-cd40c91b2255-thumbWide.jpg,By Giovanni Russonello,
Trump Announces That the U.S. Will Withdraw From the W.H.O.,https://www.nytimes.com/video/us/politics/100000007163886/trump-who-coronavirus-china.html?searchResultPosition=107,May 29,Politics,"President Trump said he would terminate the United States’ relationship with the World Health Organization, and repeated past charges that China had mishandled the coronavirus outbreak.",https://static01.nyt.com/images/2020/05/29/business/29virus-us-briefing-trump/29virus-us-briefing-trump-thumbWide.jpg,,
Fed Warns of ‘Extraordinarily Uncertain’ Path to Recovery,https://www.nytimes.com/2020/06/12/business/economy/federal-reserve-economy-coronavirus.html?searchResultPosition=108,June 12,Economy,"Assessing the pandemic’s impact, a Federal Reserve report sees strains on businesses and households and a fragile road back to steady growth and employment.",https://static01.nyt.com/images/2020/06/12/business/12DC-Fed-01/merlin_171561360_42a11aaf-b791-4f15-9347-9dd3418587a8-thumbWide.jpg,By Jeanna Smialek,"PRINT EDITIONRecovery Path Still Uncertain, The Fed Warns|June 13, 2020, Page B3"
Trump Administration Selects Five Coronavirus Vaccine Candidates as Finalists,https://www.nytimes.com/2020/06/03/us/politics/coronavirus-vaccine-trump-moderna.html?searchResultPosition=109,June 3,Politics,"The White House is eager to project progress, but the public-private partnership it has created still faces scientific hurdles, internal tensions and questions from Congress.",https://static01.nyt.com/images/2020/06/03/us/politics/03dc-virus-vaccine1/merlin_171408228_5309746a-b867-4f7e-a307-6dd809656b06-thumbWide.jpg,By Noah Weiland and David E. Sanger,"PRINT EDITIONWhite House Narrows Vaccine Candidates to 5 Companies|June 4, 2020, Page A9"
Trump Postpones G7 Summit and Calls for Russia to Attend,https://www.nytimes.com/2020/05/30/us/politics/trump-g7-russia.html?searchResultPosition=110,May 30,Politics,"The president said he also planned to invite South Korea, Australia and India to the meeting of world leaders in order to discuss China’s future.",https://static01.nyt.com/images/2020/05/31/us/30dc-trumpG7-print/merlin_173005566_94d28105-dca6-4f8e-b54c-81b8bfce0c19-thumbWide.jpg,By Maggie Haberman,"PRINT EDITIONTrump Pushes G7 Meeting to September, and Vows to Invite Some Unusual Guests|May 31, 2020, Page A9"
