"","Publication","Title","Tagline","Author","Category","City","Date"
"93","MSNBC","U.S. breaks record for new cases for third straight day","The U.S. reported its highest number of cases for a single day for the third day in a row on Thursday with more than 56,000 cases. The Morning Joe panel discusses how states are dealing with the crisis.","Morning Joe  ","Health, Economy, Donald Trump, Best of last night","national"," 7:46 AM 7/03/2020"
"94","MSNBC","Coronavirus has not disappeared, as Trump predicted","The president has been stating for months a belief that the coronavirus will simply disappear, yet current national infection rates tell a different story.","Morning Joe  ","Health, Economy, Donald Trump, Best of last night","national"," 7:20 AM 7/03/2020"
"95","MSNBC","Joe: This is basic science, this is basic medicine","Dr. Anthony Fauci, in a new interview, is sounding the alarm on the coronavirus in the United States and the measures needed to control the outbreak. Joe Scarborough shares his thoughts.","Morning Joe  ","Health, Economy, Donald Trump, Best of last night","national"," 6:16 AM 7/03/2020"
"96","MSNBC","Trump is 'furious' over polls showing Biden beating him badly","With poll after polls showing Trump trailing Joe Biden in battleground states and nationally, reports indicate the news is infuriating Trump. Carol Leonnig of The Washington Post reacts.","The 11th Hour with Brian Williams ","Republicans, Democrats , White House, White House, Joe Biden, Donald Trump, Best of last night","national"," 11:50 PM 7/02/2020"
"97","MSNBC","Trump focusing on re-election instead of coronavirus crisis","Trump is spending his time attacking Black Lives Matter and defending Confederate monuments, leaning into the divisive politics that got him elected as the coronavirus pandemic rages across the nation. Ashley Parker joins to discuss.","The 11th Hour with Brian Williams ","Republicans, Equality , Civil Liberties, Society, Race, National Security, Health, Global Health, Civil Rights, White House, White House, Police Brutality, Donald Trump, Best of last night","national"," 11:41 PM 7/02/2020"
"98","MSNBC","Gupta: Irresponsible of governors to placate Trump's ego on...","Dr. Vin Gupta reacts to the governors still flouting public health guidelines as the coronavirus pandemic spirals out of control across the United States.","The 11th Hour with Brian Williams ","National Security, Health, Global Health, Florida, South Dakota, Donald Trump, Best of last night","national"," 11:24 PM 7/02/2020"
"99","MSNBC","Trump says COVID-19 crisis is 'being handled' as U.S. sets a...","The United States has hit an all-time record for new COVID-19 cases for the second day in a row as the Trump administration continues to provide no new strategies to deal with the pandemic.","The 11th Hour with Brian Williams ","Republicans, National Security, Health, White House, White House, Florida, South Dakota, Donald Trump, Best of last night","national"," 11:19 PM 7/02/2020"
"100","MSNBC","Oglala Sioux president: Trump doesn't have permission to visit...","The president of the Oglala Sioux Tribe, Julian Bear Runner, tells Lawrence O'Donnell that Donald Trump's visit to Mount Rushmore is a ""threat to my people and a threat to the land,"" and Donald Trump is not welcome to visit Mount Rushmore as the Great","The Last Word with Lawrence O'Donnell ","South Dakota, Donald Trump, Best of last night","national"," 11:19 PM 7/02/2020"
"101","MSNBC","History repeats as Trump admin fails to fix PPE shortage crisis","Rachel Maddow shows how the Donald Trump administration never bothered to do the work of setting up a proper national supply chain to provide U.S. health workers with adequate PPE, so Americans are forced to deal with the same kinds of shortages as when","The Rachel Maddow Show ","Health, Donald Trump, Best of last night","national"," 9:16 PM 7/02/2020"
"102","MSNBC","U.S. still burdened by Trump admin failure to make a testing plan","Rachel Maddow looks at the lessons learned the hard way in the early days of the coronavirus epidemic in the United States and how, six months later, the Trump administration's complete failure to devise a national testing strategy has left states to","The Rachel Maddow Show ","Health, White House, Donald Trump, Best of last night","national"," 9:09 PM 7/02/2020"
"103","MSNBC","‘National humiliation’: Chris Hayes compares U.S. coronavirus...","“The crisis we now find ourselves in is a human tragedy and an economic calamity,” says Chris Hayes. “But it is also a singular national humiliation. We’re living through a moment where the U.S. is a laughing stock and a subject of pity around the world.""","All In with Chris Hayes ","Health, Economy, Global Health, White House, Florida, Donald Trump, Best of last night","national"," 8:33 PM 7/02/2020"
"104","MSNBC","As Trump fails to curb COVID, young patients stress no one is...","U.S. coronavirus cases are hitting all-time highs in July, with the pandemic drastically shifting towards younger Americans. In this MSNBC Special Zoom interview, MSNBC’s Ari Melber talks with two people in their 20s – Raven McGregor and Jonah Stillman -",NA,"Health, Global Health, Best of last night","national","7/2/20 18:51"
"105","MSNBC","Wallace: It’s time to move past the shock of Trump’s...","On the White House not planning to immediately respond to the Russia bounty plot, Nicolle Wallace says “I just keep thinking about everything in front of our face, about Donald Trump’s affinity, affection, loyalty, and at this point servitude to Vladimir",NA,NA,"national","7/2/20 15:31"
"106","MSNBC","Dr. Redlener: Trump operating in ‘alternative universe’ that...","Trump is operating from an ‘alternative universe’ when it comes to coronavirus cases in the United States, says Dr. Irwin Redlener.",NA,NA,"national","7/2/20 15:14"
"107","MSNBC","Sen. Klobuchar: Trump is 'belittling the science' and people...","Sen. Amy Klobuchar, D-Minn., joins Andrea Mitchell to discuss the administration’s pandemic response, criticizing President Trump for telling the public disinformation on the virus, telling Andrea the virus is ""a really serious matter"", sharing how it has","Andrea Mitchell Reports ","Congress, Senate","national"," 1:38 PM 7/02/2020"
"108","MSNBC","Dr. Gottlieb: Virus will accelerate and get worse before it...","Former FDA Commissioner Dr. Scott Gottlieb says the coronavirus is an accelerating epidemic in the South and that infection rates will get worse before they get better. Dr. Gottlieb also calls on individuals to practice distancing, and he says schools","Morning Joe  ","Health, Economy, Donald Trump, Best of last night","national"," 8:26 AM 7/02/2020"
"109","MSNBC","Trump again said he hopes coronavirus will 'disappear'","The president again on Wednesday said he believed and hope the coronavirus would eventually just 'disappear.' The president's remarks came on a day the country hit a new record for infections.","Morning Joe  ","Health, Economy, Donald Trump, Best of last night","national"," 6:53 AM 7/02/2020"
"110","MSNBC","Infectious diseases doctor calls for national virus strategy","Infectious diseases physician, Dr. Nahid Bhadelia, joins Morning Joe to discuss rising the spread of the coronavirus as United States reported over 50,000 new coronavirus cases on Wednesday, the largest single-day total since the start of the pandemic.","Morning Joe  ","Health, Economy, Donald Trump, Best of last night","national"," 6:31 AM 7/02/2020"
"111","MSNBC","Trump repeats hope COVID-19 will ‘disappear’ amid renewed...","Despite day after day of record-breaking spikes in coronavirus cases, despite nearly 130,000 U.S. dead, President Trump repeated his claim that the virus would soon ‘disappear.’ Meanwhile, some states are still reluctant to implement any kind of shutdown",NA,"Health","national","7/2/20 6:23"
"112","MSNBC","Trump coronavirus strategy: wish it just disappears","Rachel Maddow shows that even though Donald Trump has not offered any federal leadership in addressing the coronavirus crisis, he has been remarkably consistent in hoping that one day it will simply disappear.","The Rachel Maddow Show ","Health, Donald Trump, Best of last night","national"," 12:52 AM 7/02/2020"
"113","MSNBC","Trump picks worst time to attack pre-existing condition coverage","Rachel Maddow notes that many Americans who survive being infected by the coronavirus are likely to have lingering health problems, which will result in growth in the class of Americans with pre-existing conditions who Donald Trump is trying to strip of","The Rachel Maddow Show ","Health, Health Care Reform News, Videos & Top Stories, Joe Biden, Donald Trump, Best of last night","national"," 12:51 AM 7/02/2020"
"114","MSNBC","Test backlogs and nearly-full hospitals in states where COVID...","As coronavirus cases surge to record-breaking numbers across the country, particularly in Texas, Arizona, other states, hospitals and testing are both becoming growing concerns. Mercedes Carnethon and Will Humble join to discuss.","The 11th Hour with Brian Williams ","Health, Global Health, White House, White House, Arizona, Texas, Donald Trump, Oklahoma","national"," 11:38 PM 7/01/2020"
"115","MSNBC","On Russia bounty intel and COVID-19 Trump takes no responsibility","When it comes to COVID-19 and intelligence showing Russia put bounties on U.S. troops in Afghanistan, Trump is taking no responsibility. Philip Rucker, Julia Ioffe, and Ron Klain all react.","The 11th Hour with Brian Williams ","Republicans, Afghanistan, National Security, Health, Global Health, White House, White House, Vladimir Putin, Russia, Donald Trump, Best of last night","national"," 11:15 PM 7/01/2020"
"116","MSNBC","Trump calls Russia Bounty Intel a 'hoax' as White House passes...","The president is blaming the media and Democrats as he faces tough questions over reports on intelligence Russia put bounties on U.S. troops in Afghanistan as the White House is blaming a nameless intelligence official who didn't bring it up with the","The 11th Hour with Brian Williams ","Military, National Security, Afghanistan, Health, Global Health, Pentagon, Foreign Policy, Vladimir Putin, Russia, Donald Trump, Best of last night","national"," 11:11 PM 7/01/2020"
"117","MSNBC","Fallows: Bush, Obama admin. had ‘eloquent and detailed’...","“It makes you cry to read these,” says writer James Fallows on the Bush and Obama admin.'s pandemic playbooks, “which are so similar to each other, and so similar to our current reality, and so totally ignored by the current administration.”","All In with Chris Hayes ","Health, Global Health, White House, George W. Bush, Barack Obama, Donald Trump, Best of last night","national"," 8:47 PM 7/01/2020"
"118","MSNBC","Sen. Jones: GOP should have been wearing masks a month ago","Sen. Doug Jones, D-Ala., discusses infection rates in his state, why he says GOP colleagues should have been promoting mask wearing a month ago and what he thinks about handling confederate monuments.","Morning Joe  ","Health, Economy, Donald Trump, Best of last night","national"," 8:36 AM 7/01/2020"
"119","MSNBC","Republicans distance themselves from Trump on masks","Republican lawmakers including Sens. Lamar Alexander, Mitch McConnell and Rep. Kevin McCarthy are encouraging the public to wear masks to halt the spread of the coronavirus, signaling a break with the president on the issue.","Morning Joe  ","Health, Economy, Donald Trump, Best of last night","national"," 6:48 AM 7/01/2020"
"120","MSNBC","How close are scientists to having a coronavirus vaccine?","How realistic is the idea of having a vaccine for COVID-19 in the near future? How effective would it likely be in blocking the virus? We discuss that with Dr. Mario Ramirez who worked with the Obama White House on its response to Ebola.","The 11th Hour with Brian Williams ","National Security, Health, Global Health, Ebola, Barack Obama, Donald Trump, Best of last night","national"," 11:57 PM 6/30/2020"
"121","MSNBC","Biden slams Trump on Russian bounty intel, COVID-19:...","Speaking to reporters after remarks on the coronavirus outbreak, presumptive Democratic nominee Joe Biden torched the Trump government for its response to COVID-19 and intelligence on Russian bounties being placed on U.S. troops in Afghanistan.","The 11th Hour with Brian Williams ","Republicans, Military, National Security, Health, Global Health, White House, White House, Pentagon, Foreign Policy, Vladimir Putin, Russia, Donald Trump, Best of last night","national"," 11:10 PM 6/30/2020"
"122","MSNBC","Texas nears 'humanitarian catastrophe' with coronavirus rampant","Dr. Peter Hotez, dean of the National School of Tropical Medicine at Baylor College of Medicine, talks with Rachel Maddow about how the coronavirus is spreading like wildfire through Texas and how the lack of a federal plan makes the response more",NA,"Health","national","6/30/20 21:30"
"123","MSNBC","Reminder: Shudowns are to reduce contacts and control spread","With the coronavirus spiraling out of control in many states, Rachel Maddow reminds viewers that the point of a shutdown in response to the coronavirus is to reduce the number of personal contacts people have, to make it easier to trace their contacts if","The Rachel Maddow Show ","Health, Donald Trump, Best of last night","national"," 9:16 PM 6/30/2020"
"124","MSNBC","Local leaders not in Trump's thrall issue new mask mandates","Rachel Maddow reports on new local mask wearing mandates being issued around the country as Donald Trump and the leaders who seek to flatter him continue to eschew the simplest, most obvious way to reduce the spread of coronavirus.","The Rachel Maddow Show ","Health, Donald Trump, Best of last night","national"," 9:08 PM 6/30/2020"
"125","MSNBC","As COVID hampers Trump's re-election, GOP allies demand he...","A new spike in the coronavirus is impacting public health in the U.S. -- and Donald Trump’s campaign. Trump allies are now pleading with Trump to follow his own CDC guidelines, including wearing a mask, a point MSNBC’s Ari Melber explores with Compton",NA,"Health, Global Health, Donald Trump, Best of last night","national","6/30/20 20:42"
"126","MSNBC","See Sean Hannity tell Fox viewers to wear a mask, picking CDC...","While many Trump allies have followed his lead in playing down aspects of the coronavirus, now Trump allies are joining the CDC (and the medical consensus) in urging people to wear masks during the virus pandemic. MSNBC’s Ari Melber reports on how",NA,"Health, Global Health, Fox News, Donald Trump, Best of last night","national","6/30/20 20:25"
"127","MSNBC","Florida closing beaches as COVID-19 cases surge","NBC's Kerry Sanders brings us the latest from Florida   that ""clearly this [mask] has become a political issue as a man off-camera yells “take the mask off” and ""go Trump.""","MTP Daily ",NA,"national"," 5:20 PM 6/30/2020"
"128","MSNBC","Biden claims Trump has 'surrendered' to the threat of coronavirus","Former Vice President Joe Biden spoke to reporters about the country's response to the coronavirus outbreak and claimed that President Trump has ""surrendered"" after calling himself a wartime president.",NA,NA,"national","6/30/20 14:05"
"129","MSNBC","VA House candidate: 'The information coming out of the Trump...","Dr. Cameron Webb, a Democratic candidate for Congress in Virginia, and former White House fellow in the Obama administration, joins Andrea Mitchell to discuss his candidacy and respond to President Trump's handling of the coronavirus pandemic and Trump's","Andrea Mitchell Reports ","Race, Equality , Virginia, Donald Trump","national"," 1:50 PM 6/30/2020"
"130","MSNBC","We need a national approach on virus, says doctor","Dr. Vin Gupta discusses rising coronavirus infection rates from Florida to California and how some states are slowing reopening plans. Dr. Gupta discusses why the country needs a national response to the pandemic.","Morning Joe  ","Health, Economy, Donald Trump, Best of last night","national"," 6:55 AM 6/30/2020"
"131","MSNBC","Biden campaign hits Trump's virus response in new ad","The Biden campaign and the Democratic National Committee is out with a new ad hitting the president's response to the coronavirus. Morning Joe has an exclusive first look.","Morning Joe  ","Elections, Joe Biden, Donald Trump","national"," 6:28 AM 6/30/2020"
"132","MSNBC","Health officials: Worst is yet to come with COVID-19 outbreak","Why do health officials, including the World Health Organization, think the worst is yet to come from the coronavirus pandemic? Dr. Nahid Bhadelia explains.","The 11th Hour with Brian Williams ","Republicans, National Security, Health, Global Health, White House, White House, Foreign Policy, Donald Trump","national"," 11:46 PM 6/29/2020"
"133","MSNBC","Trump voter: Would like to see the president be 'more...","NBC News reporter Dasha Burns talks to voters in Beaver County, Pennsylvania in the aftermath of the ongoing protests against racial injustice as part of the Meet The Press County to County project.","MTP Daily ","Pennsylvania","national"," 5:28 PM 6/29/2020"
"134","MSNBC","Wallace on Trump: ‘Running as a plague-spreading racist polls...","President Donald Trump promoted a video on Twitter on Sunday morning showing a man in a golf cart with Trump campaign gear shouting ""white power."" On the president’s declining polls and struggles with containing the coronavirus, Nicolle Wallace says:",NA,"Elections","national","6/29/20 16:02"
"135","MSNBC","Arkansas gov. calls on Trump to invoke Defense Production Act","Gov. Asa Hutchinson, R-Ark., discusses coronavirus infection rates in his state and why he's calling on the president to use the Defense Production Act.","Morning Joe  ","Health, Economy, Donald Trump, Best of last night","national"," 8:36 AM 6/29/2020"
"136","MSNBC","U.S. breaks record for new daily coronavirus cases","The U.S. set a new record in the number of new coronavirus cases in a single day, with reports of nearly 46,000 on Friday.","Morning Joe  ","Health, Economy, Donald Trump, Best of last night","national"," 7:05 AM 6/29/2020"
"137","MSNBC","As Trump campaign takes stock of disastrous June, is the...","Former Democratic Strategist James Carville questioned the president’s resolve to win a second term as the coronavirus pandemic deepens and a potential new scandal emerges over the Russian military in Afghanistan.",NA,"Donald Trump","national","6/28/20 21:24"
"138","MSNBC","Trump admin. must release kids from ICE with parents critic says","A judge has ordered ICE to release all children from three family detention centers due to the coronavirus outbreak, as advocates push for their parents to be released with them. Rep. Pramila Jayapal joins Joy Reid to discuss what actions she and other","AM Joy ","Immigration, Equality , Donald Trump, Immigration Reform","national"," 4:35 PM 6/28/2020"
"139","MSNBC","Tucson Mayor on latest coronavirus spike and police reform...","Arizona is a state that is quickly becoming a hot spot for coronavirus. In Maricopa County, officials say more than one-third of all cases have been confirmed in the past week alone, and their total cases have exceeded 40,000. That is partly why the Trump",NA,NA,"national","6/28/20 14:30"
"140","MSNBC","Courts serve major blow to Trump's immigration policy","MSNBC's Alicia Menendez talks with NBC Justice Correspondent, Julia Ainsley; Immigrant Defenders Law Center Executive Director, Lindsay Toczylowski; and former federal prosecutor, Cynthia Alksne about three major high court rulings this week that the",NA,"Immigration, Equality","national","6/27/20 20:54"
"141","MSNBC","Judge orders ICE to release migrant children due to COVID-19","CQ Roll Call Immigration and Homeland Security Reporter, Camila DeChalus talks with MSNBC's Alicia Menendez about a new district court ruling out of California that says that the government must release migrant children from detention centers around the",NA,"Immigration, Equality","national","6/27/20 20:43"
"142","MSNBC","Velshi: Trump’s theatrics are killing Americans","MSNBC’s Ali Velshi says the president’s “nonsense talking points” are no match for the coronavirus pandemic’s deadly reality.",NA,"Donald Trump, Best of last night","national","6/27/20 13:51"
"143","MSNBC","Congressman blames Texas governor for state's coronavirus surge","Rep. Marc Veasey, D-Texas, criticized Texas Governor Greg Abbott for his response to the coronavirus outbreak and the surge in cases the state now faces. He said the governor ""decided he was going to follow Trump"" and that ""it didn't have to happen this",NA,NA,"national","6/27/20 13:21"
"144","MSNBC","New U.S. COVID-19 infections top 43,000 in a single day, far...","Friday saw the highest single-day total for coronavirus cases in the U.S., with more than 43,000 new infections. Those numbers are worse than the pandemic’s previous daily peaks. And that’s leading to fears that hospitals in Texas and Florida could soon",NA,"Health","national","6/27/20 7:42"
"145","MSNBC","Health experts concerned indoor dining may lead to COVID-19...","A new study shows a link between restaurant spending and new coronavirus cases leading some health experts to worry indoor dining could be helping COVID-19 spread. Anne Rimoin discusses.","The 11th Hour with Brian Williams ","National Security, Health, Food, Global Health, White House, White House, Donald Trump, Best of last night","national"," 11:35 PM 6/26/2020"
"146","MSNBC","Pence won't wear or even say 'face mask' during latest COVID...","With coronavirus cases spiking in states across the country, the Trump Coronavirus Task Force finally holds its first meeting in months and the vice president defended the Trump campaign's recent indoor rallies. Shannon Pettypiece and Susan Page discuss.","The 11th Hour with Brian Williams ","Health, Global Health, Arizona, Florida, Texas, California, Mike Pence, Donald Trump, Best of last night","national"," 11:29 PM 6/26/2020"
"147","MSNBC","Trump says the nation has 'a little work to do' as COVID-19 rages","Trump and Pence both are downplaying the coronavirus threat as Republican governors in Arizona, Florida, and Texas, are moving to try and slow the spread as case numbers in those states continue to spike.","The 11th Hour with Brian Williams ","Republicans, Democrats , National Security, Health, Global Health, Capitol Hill, White House, White House, Arizona, Nancy Pelosi, Florida, Texas, Best of last night","national"," 11:14 PM 6/26/2020"
"148","MSNBC","Premature Arizona reopening coincided with Trump publicity visit","Rachel Maddow notes that as Arizona struggles against a flood of coronavirus cases, part of the reason the state opened before it was ready appears to be so it would coincide with Donald Trump's maskless visit to an Arizona mask factory.","The Rachel Maddow Show ","Health, Arizona, Donald Trump, Best of last night","national"," 9:30 PM 6/26/2020"
"149","MSNBC","Rep. Shalala: As COVID-19 spikes, people in Florida are...","Rep. Donna Shalala on the massive coronavirus outbreak in Florida: “It’s a disaster. It’s a catastrophic failure of leadership—of our governor, of our President.”","All In with Chris Hayes ","Health, Florida, Donald Trump, Best of last night","national"," 9:21 PM 6/26/2020"
"150","MSNBC","Hayes: Amid coronavirus surge, U.S. stuck with ‘same horrible...","Chris Hayes: “We could have gone through door number three. We could have found our way to some form of normal life. But our leaders did not do what was necessary to get there. So, we are stuck…back with the same horrible choice we had fourteen weeks ago.","All In with Chris Hayes ","Republicans, Health, Economy, Global Health, White House, Arizona, Florida, Texas, Donald Trump, Best of last night","national"," 8:45 PM 6/26/2020"
"151","MSNBC","Chris Hayes calls for Trump to resign: 'Urgent matter of...","Chris Hayes on why Trump must resign: “If this presidency had creditors, the virus' resurgence this week would have been a default event. Only it is not his creditors who are suffering. It is us.”","All In with Chris Hayes ","Republicans, Health, White House, Donald Trump, Best of last night","national"," 8:26 PM 6/26/2020"
"152","MSNBC","We are in ‘much more dire situation than we were back in March...","Cases are surging in some states including Florida and Texas, as the coronavirus task force holds its first briefing in almost 2 months, warning that some are not taking the threat as seriously as they should be","Deadline: White House ","White House, Donald Trump","national"," 4:22 PM 6/26/2020"
"153","MSNBC","Pence leads WH coronavirus briefing, says 'expect more' Trump...","NBC News political reporter Monica Alba brings the latest from the White House after VP Pence leads a White House coronavirus briefing for the first time in two months.",NA,NA,"national","6/26/20 14:06"
"154","MSNBC","Rep. Shalala: 'It's immoral' for the government to take health...","Democratic Congresswoman Donna Shalala (FL-27), who served as Health and Human Services Secretary under Bill Clinton, joins Andrea Mitchell to discuss the Trump administration's move to try to end Obamacare through a court challenge in the midst of the","Andrea Mitchell Reports ","Florida, Obamacare, Donald Trump","national"," 1:23 PM 6/26/2020"
"155","MSNBC","Alabama congresswoman sounds alarm on virus in her state","The 17 counties that make up Alabama's Black Belt region are being hit hard by the coronavirus, according to new reporting. Rep. Terri Sewell joins Morning Joe to discuss the effort to battle the virus.","Morning Joe  ","Health, Economy, Donald Trump, Best of last night","national"," 8:53 AM 6/26/2020"
"156","MSNBC","Conservative groups release new anti-Trump ads","Two new ads from conservative groups the Lincoln Project and Republican Voters Against Trump highlight the president's actions on coronavirus and U.S. protests over the death of George Floyd.","Morning Joe  ","Republicans, Democrats , Elections, Joe Biden, Donald Trump, Best of last night","national"," 7:40 AM 6/26/2020"
"157","MSNBC","Infectious diseases doctor: We need to fight virus at local level","Infectious diseases physician, Dr. Nahid Bhadelia, joins Morning Joe to discuss the surge in coronavirus cases in the South and Southwest and the president's new tweet about the virus.","Morning Joe  ","Health, Economy, Donald Trump, Best of last night","national"," 6:57 AM 6/26/2020"
"158","MSNBC","Coronavirus sacrifices ‘squandered’ as infections reach...","The record job losses, closed businesses and social isolation Americans endured to try and control the spread of coronavirus successfully flattened the curve - for a while. But Chris Hayes and Rachel Maddow argue a lack of leadership at the top has led to",NA,"Economy","national","6/26/20 6:20"
"159","MSNBC","Dr. Gupta: Governors must lead on COVID-19 because Trump won't","MSNBC Medical Contributor Dr. Vin Gupta says governors must require masks and ban indoor dining at restaurants as the number of states with surging coronavirus outbreaks shocks public health officials.","The 11th Hour with Brian Williams ","National Security, Health, Food, Global Health, Arizona, Texas, California, Donald Trump, Best of last night, Oklahoma","national"," 12:06 AM 6/26/2020"
"160","MSNBC","Trump campaigns in Wisconsin as CDC warns coronavirus outbreak","Trump went politicking in Wisconsin today as the CDC revealed the nation's COVID-19 outbreak may be way worse than previously thought.","The 11th Hour with Brian Williams ","Republicans, Democrats , National Security, Health, Global Health, Congress, White House, White House, Joe Biden, Donald Trump, Best of last night","national"," 11:14 PM 6/25/2020"
"161","MSNBC","Biden warns of impact dismantling Obamacare could have on...","Former Vice President Joe Biden spoke in support of the Affordable Care Act and criticized President Trump's coronavirus response and attempts to repeal the health care plan. He warned that if the ACA were undone, the long-term effects of coronavirus",NA,NA,"national","6/25/20 15:00"
"162","MSNBC","‘Warning Signs’: Battleground state polls show Trump's...","NBC News' Geoff Bennett, Yamiche Alcindor and Charlie Sykes join Andrea Mitchell to discuss new polling that signals trouble for President Trump's reelection campaign, showing the president trailing former Vice President Joe Biden in six key battleground","Andrea Mitchell Reports ","Donald Trump","national"," 1:16 PM 6/25/2020"
"163","MSNBC","Dr. Gottlieb: Time, aggressive steps needed to bring down cases","The U.S. saw a record number of new coronavirus cases in a single day, with 45,557 diagnoses reported Wednesday. Former FDA commissioner Dr. Scott Gottlieb joins Morning Joe to discuss.","Morning Joe  ","Health, Economy, Donald Trump, Best of last night","national"," 8:22 AM 6/25/2020"
"164","MSNBC","Rick Scott, Marco Rubio suggest public should wear masks","Sen. Rick Scott, R-Fla., and Sen. Marco Rubio, R-Fla., are urging the public to wear a mask in order to stop the spread of the coronavirus, indicating why wearing a mask is a public health and not a political issue. The panel discusses.","Morning Joe  ","Health, Economy, Donald Trump, Best of last night","national"," 6:33 AM 6/25/2020"
"165","MSNBC","Trump's government is MIA as coronavirus pandemic worsens","As the U.S. experiences its worst day yet for new coronavirus cases, there is little to know information coming to the public from the CDC and Trump's coronavirus task force. Dr. Irwin Redlener joins to discuss.","The 11th Hour with Brian Williams ","Republicans, National Security, Health, Global Health, White House, White House, Donald Trump, Best of last night","national"," 11:46 PM 6/24/2020"
"166","MSNBC","Ezra Klein: Trump does not get that ‘there is simply no better...","Ezra Klein, co-founder of Vox, tells Lawrence O'Donnell that the coronavirus pandemic has exposed to voters ""what it looks like when the president is not doing his job during a crisis"" and that ""this is a disaster that is the function and product of","The Last Word with Lawrence O'Donnell ","White House, Donald Trump, Best of last night","national"," 11:20 PM 6/24/2020"
"167","MSNBC","A bad poll for Trump and worst day for COVID-19 cases yet in U.S.","As a new poll shows Trump trailing Biden by double digits, the U.S. has its worst day ever for the coronavirus with over 42,000 new cases recorded according to NBC News.","The 11th Hour with Brian Williams ","Republicans, Democrats , National Security, Health, Global Health, White House, White House, Joe Biden, Donald Trump, Best of last night","national"," 11:17 PM 6/24/2020"
"168","MSNBC","Counties struggle with consequences of rash Texas reopening","Judge Lina Hidalgo of Harris County, Texas, talks with Rachel Maddow about how her county's health workers are trying to stay ahead of the surge in COVID-19 cases and why they way the state reopened is making matters worse.","The Rachel Maddow Show ","Republicans, Health, Texas, Donald Trump, Best of last night","national"," 9:30 PM 6/24/2020"
"169","MSNBC","Trump admin failure on coronavirus threatens unity of the states","Rachel Maddow looks at how the absence of federal leadership and the failure of governance by the Trump administration in addressing the coronavirus disaster has left the states in competition and conflict with each other.","The Rachel Maddow Show ","Health, White House, Donald Trump, Best of last night","national"," 9:17 PM 6/24/2020"
"170","MSNBC","As Trump falters on COVID, Georgia MAGA fan explains what...","As the U.S. faces the enduring coronavirus pandemic, MSNBC’s Ari Melber interviews four Americans from different parts of the nation about the virus's health and economic impact, their personal experiences, and their outlook on the U.S.'s approach. The",NA,"Health, Global Health, Donald Trump, Best of last night","national","6/24/20 19:12"
"171","MSNBC","Trump again repeats derogatory phrase for coronavirus","While speaking to a group of young voters in Phoenix, Arizona, President Trump again repeated a derogatory phrase for the coronavirus.","Morning Joe  ","Republicans, Elections, Arizona, Donald Trump, Best of last night","national"," 7:13 AM 6/24/2020"
"172","MSNBC","Is Trump someone who wants to win re-election?","On Tuesday, the president again traveled to Arizona for a look at newly completed portions of border wall before appearing at a rally in Phoenix. Arizona is now a coronavirus hotspot, and his rally brought thousands together indoors. The panel discusses.","Morning Joe  ","Republicans, Elections, Arizona, Donald Trump, Best of last night","national"," 6:56 AM 6/24/2020"
"173","MSNBC","Headed in the wrong direction: COVID-19 surges in the southern...","Dr. Anthony Fauci testified Tuesday about “disturbing” increases in coronavirus cases in several states. Hospitals are straining from the number of patients requiring intensive care. Among the states facing a surge in cases is Arizona, where the President",NA,"Health","national","6/24/20 6:36"
"174","MSNBC","Doc: Close conditions at Trump's AZ rally are 'terrifying'","Dr. Mercedes Carnethon explains why she believes the conditions at Trump's Arizona rally are ""terrifying"" to see amid the coronavirus pandemic.","The 11th Hour with Brian Williams ","National Security, Health, Global Health, White House, White House, Arizona, Donald Trump, Best of last night","national"," 11:46 PM 6/23/2020"
"175","MSNBC","Trump steps on his 2020 message with racist slurs and divisive...","The president's campaign wants him to stay on message. Trump wants to lean into identity politics and racist riffs about the coronavirus. Ashley Parker of The Washington Post breaks it down for us.","The 11th Hour with Brian Williams ","Democrats , Civil Liberties, Society, Race, Equality , National Security, Health, Global Health, Civil Rights, White House, White House, Joe Biden, Donald Trump, Best of last night","national"," 11:30 PM 6/23/2020"
"176","MSNBC","Trump defies his own coronavirus task force with indoor...","As Trump Coronavirus task force member Dr. Anthony Fauci testifies about the dire situation the nation faces from COVID-19, Trump flies into a coronavirus hot spot and holds an indoor rally.","The 11th Hour with Brian Williams ","Republicans, National Security, Health, Global Health, White House, White House, Donald Trump, Best of last night","national"," 11:15 PM 6/23/2020"
"177","MSNBC","Trump coronavirus failure makes Americans international pariahs","Rachel Maddow relays reporting in the New York Times that the European Union is considering restricting travel from countries that have failed to manage the spread of coronavirus, like Russia, Brazil, and the United States.","The Rachel Maddow Show ","Health, Europe, Donald Trump, Best of last night","national"," 9:16 PM 6/23/2020"
"178","MSNBC","Trump makes himself lone exception with COVID-19 risking crowds","Rachel Maddow notes that while the entire world respects the effort to control the spread of the coronavirus, Donald Trump is the only one who has made an exception for himself and his reelection rallies to gather thousands in close quarters indoors.","The Rachel Maddow Show ","Health, Donald Trump, Best of last night","national"," 9:12 PM 6/23/2020"
"179","MSNBC","Rising hospitalizations expose fallacy of testing-driven surge...","Rachel Maddow points out that while Donald Trump and his acolytes have blaming spiking coronavirus numbers on increased testing, the testing does not explain the increase in COVID-19 hospitalizations.","The Rachel Maddow Show ","Health, Texas, Best of last night","national"," 9:07 PM 6/23/2020"
