X1,Publication,Title,Tagline,Author,Category,City,Date
98,msnbcmask,COVID-19 gear given to NYC homeless by Backpacks For The Street,"Coronavirus protective gear is being given to the New York City homeless population by Backpacks For The Street, a non-profit that has distributed 2,000 backpacks with wipes, masks, and hand sanitizer since the beginning of the pandemic. Joy Reid is",AM Joy ,"New York, Income Inequality",national,  2020-05-17
99,msnbcmask,"Temperature checks, masks, limited capacity: Inside a Virginia...","NBC's Amanda Golden reports from Charlottesville, Virginia, where The Cutting Edge Salon is taking measures to protect its workers and guests from coronavirus while it reopens.",Weekends with Alex Witt ,"Health, Virginia, Best of last night",national,  2020-05-16
100,msnbcmask,"Under Trump, America's new political divide is wearing a face...",Susan Page joins to discuss the president's resistance to wearing a face mask and the fact that has become another division for Americans on opposite sides of the political divide.,The 11th Hour with Brian Williams ,"Republicans, Democrats , National Security, Health, Economy, Global Health, Economy and Jobs News, Videos & Top Stories, White House, White House, Donald Trump, Best of last night",national,  2020-05-15
101,msnbcmask,"Trump wears no mask at WH event as U.S. death toll tops 88,000",Appearing at a Rose Garden event where he promised a COVID-19 vaccine by the end of the year - something experts doubt - Trump yet again failed to wear a face mask while those around him did.,The 11th Hour with Brian Williams ,"Republicans, National Security, Health, Economy, Global Health, Economy and Jobs News, Videos & Top Stories, White House, White House, Donald Trump, Best of last night",national,  2020-05-15
102,msnbcmask,Chris Hayes to right-wing: Nothing is stupider than not...,Chris Hayes: “For Donald Trump’s own stated aims [of reopening] and for the stated aims of the protesters out there...there is nothing stupider or more counterproductive you can do than turn NOT wearing a mask into some right-wing badge of honor.”,All In with Chris Hayes ,"Republicans, Health, White House, Donald Trump, Best of last night",national,  2020-05-15
103,msnbcmask,Fmr. Physician to VP Pence: 'I would tell him to put on the mask',"Former White House Physician, Dr. Jennifer Pena, explains to MSNBC's Craig Melvin the importance of leadership by example and why she would advise her former patient, Vice President Mike Pence, to wear a mask.",,"White House, Mike Pence",national,2020-05-15  
104,msnbcmask,Nicolle Wallace: Trump 'cheering' protestor efforts to ignore...,"Just moments after the Wisconsin Supreme Court struck down the state’s stay-at-home order, President Trump celebrated the decision. Nicolle Wallace ays,“The president has been cheering the protesters, from that first round of tweets about liberating",,,national,2020-05-14  
105,msnbcmask,COVID-19 hits close to home as top White House aides test...,"Days after a top aide to Vice President Mike Pence tested positive for COVID-19, the White House is now requiring staffers in the West Wing wear face coverings or masks. Several months into the pandemic, workers close to the president will now be",,Health,national,2020-05-12  
106,msnbcmask,White House taking more steps to stop coronavirus spread in...,The White House has become consumed with containing a potential virus hot spot in its ranks and will now require most officials to wear face masks,Deadline: White House ,"White House, Donald Trump",national,  2020-05-11
107,msnbcmask,Trump claims without evidence COVID-19 will go away without a...,"A second coronavirus case has been confirmed in the White House on the same day the president went to a WWII veterans' event and did not wear a face mask. All this as the U.S. death toll nears 80,000 thousand people.",The 11th Hour with Brian Williams ,"Republicans, National Security, Health, Economy, Global Health, Economy and Jobs News, Videos & Top Stories, Health Care Reform News, Videos & Top Stories, White House, White House, Unemployment, Donald Trump, Best of last night, history",national,  2020-05-08
108,msnbcmask,Shaming works: Mike Pence shamed into wearing mask as Grim...,"As many states and individuals are eager to return to “normal” after months of restrictive social distancing measures to help prevent the spread of the coronavirus, many Americans are seeing efforts to “shame” people into following CDC guidelines. VP Mike",,"Culture, Society, Mike Pence, Best of last night",national,2020-05-06  
109,msnbcmask,'Death is not an economic motivator': Pelosi slams idea of...,"House Speaker Nancy Pelosi tells Andrea Mitchell that ""death is not an economic motivator"" and doesn’t think President Trump should be going down path to re-open the economy until the science tells us the country is ready. She also criticizes President",Andrea Mitchell Reports ,"Congress, Nancy Pelosi, Ruth Bader Ginsburg, Donald Trump",national,  2020-05-06
110,msnbcmask,Trump says he has 'a lot going on' when asked about empty...,"The president on Tuesday said he hasn't restocked what he claims was an inherited empty national stockpile for emergencies because he 'has a lot going on.' Also, the president did not wear a mask while touring a factory that is making masks.",Morning Joe  ,"Donald Trump, Best of last night",national,  2020-05-06
111,msnbcmask,Trump on his criticized COVID-19 response: I've got a lot of...,"The president left the White House for the first time in months traveling to Arizona to tour a face mask factory while not wearing a face mask against the factory's policy, and he sat down for an interview to push back against the criticism against the",The 11th Hour with Brian Williams ,"Republicans, National Security, Health, Global Health, White House, White House, Arizona, Donald Trump, Best of last night",national,  2020-05-05
112,msnbcmask,Lawrence and Rachel on Trump's AZ trip,Lawrence O’Donnell and Rachel Maddow discuss President Trump not wearing a mask at a visit to a mask-making factory in Arizona today.,The Last Word with Lawrence O'Donnell ,"Donald Trump, Best of last night",national,  2020-05-05
113,msnbcmask,Texas nonprofit to sterilize up to 80K masks a day,"NBC's Morgan Chesky takes Craig Melvin through a nonprofit organization in Texas that has discovered a new way to help in the quest for PPE provision. Chesky's conversation with Homer Robertson, Assistant Fire Chief Dallas Forth Worth, breaks down just",,Texas,national,2020-05-05  
114,msnbcmask,"Thousands flock to reopened Galveston, Texas beaches","Thousands of people flocked to reopened beaches in Galveston, Texas despite the rising coronavirus death toll. Galveston Island Beach Patrol Chief Peter Davis says, “I have not seen a lot of use of masks.” NBC News’ Priscilla Thompson reports on how",,,national,2020-05-03  
115,msnbcmask,'Shame on you': Oklahoma city ends face mask rule for shoppers...,"Stillwater, Oklahoma, Mayor Will Joyce joins Alicia Menendez to discuss his city's emergency declaration which required customers to wear face masks while inside businesses - and the subsequent amendment to the declaration after store employees were",,,national,2020-05-03  
116,msnbcmask,New Jersey parks and farmers' markets open with safety...,"NBC's Gary Grumbach and Maura Barrett report from New Jersey, where parks have reopened, as long as everyone is wearing a mask, as well as farmers' markets, which are bringing produce directly to consumers cars to ensure social distancing.",,,national,2020-05-02  
117,msnbcmask,"Mayor of Birmingham, AL: 'Would like to see more data' to reopen","Mayor of Birmingham, Ala., Randall Woodfin maintains restrictions as the rest of the state reopens; makes face masks mandatory in public.",MTP Daily ,Best of last night,national,  2020-05-01
118,msnbcmask,"After 'scathing' press coverage of Mayo Clinic visit, Pence...","After not wearing a mask at the Mayo Clinic and receiving ‘scathing to mocking’ media coverage, Vice President Mike Pence was seen at the GM plant wearing a mask.",,,national,2020-04-30  
119,msnbcmask,"Cuomo unveils wall of donated masks, says 'this is what this...","During a press conference, New York Gov. Andrew Cuomo unveils a wall of donated and home made masks from across America, and says, ""this is what this country is about, and this is what Americans are about.""",,,national,2020-04-29  
120,msnbcmask,Pence blasted for defying Mayo Clinic face mask rule during visit,The vice president - the leader of the White House Coronavirus Task Force - received a lot of criticism after he failed to wear a face mask while visiting the Mayo Clinic. Annie Karni reacts.,The 11th Hour with Brian Williams ,"Republicans, National Security, Health, Global Health, White House, White House, Mike Pence, Donald Trump, Best of last night",national,  2020-04-28
121,msnbcmask,VP Pence flouts mask rule at Mayo Clinic visit,"Stacey Abrams says VP Pence showed ""disregard for protocol and people"" when he refused to wear a mask while visiting the Mayo Clinic.",The Last Word with Lawrence O'Donnell ,Mike Pence,national,  2020-04-28
122,msnbcmask,"Mike Pence criticized for disregarding hospital rules, not...",Vice President Mike Pence made a trip to the Mayo Clinic without a mask. The clinic has a building wide policy where all people inside the confines of the building must wear masks.,,,national,2020-04-28  
123,msnbcmask,"What happens to people in drug treatment, recovery housing?",What happens to people in drug treatment or sober living housing when they can no longer afford to pay?,Morning Joe  ,"Health, Global Health, public health",national,  2020-04-27
124,msnbcmask,Pre-professional students in the coronavirus pandemic,"Pre-professional students in the coronavirus pandemic: Learn from the past and present, aspire to the future.",Morning Joe  ,"Health, Global Health, Health Care",national,  2020-04-27
125,msnbcmask,Why wearing a mask matters: coronavirus transmission explained,"Dr. Rasmussen, a virologist and associate research scientist at Columbia’s Mailman School of Public Health, explains the main vectors driving infection of the coronavirus.",All In with Chris Hayes ,"Health, Global Health",national,  2020-04-24
126,msnbcmask,Cuomo reads letter from Kansas farmer who donated N95 mask to...,"New York Governor Andrew Cuomo reads a letter from a Kansas farmer, who himself faces a troubling personal situation with his at-risk wife, and displays the single N95 mask the man donated for use by front line responders in the Empire State.",,,national,2020-04-24  
127,msnbcmask,Secretary Robert Wilkie: 'We're doing a pretty good job'...,Veterans are among the most vulnerable Americans and hundreds have died from the coronavirus so far while some of the nurses caring for them only have one mask per week. VA Secretary Robert Wilkie joins Stephanie Ruhle to respond to that.,MSNBC Live with Stephanie Ruhle ,,national,  2020-04-22
128,msnbcmask,Internal V.A. memo shows some workers get only two masks per...,"Rachel Maddow shares an internal Veterans Affairs memo that outlines how PPE is to be rationed to medical center workers, with employees in a higher priority group getting five masks to last two weeks and employees in a lower priority group receiving only",The Rachel Maddow Show ,"Health, Veteran's Issues, Best of last night",national,  2020-04-21
129,msnbcmask,Emanuel: Wearing a mask should be as necessary as wearing a...,"NBC News Medical Contributor Dr. Ezekiel Emanuel predicts a post-COVID world where wearing a mask is a necessity, and all shoppers stand 6 feet away from each other.",,,national,2020-04-21  
130,msnbcmask,"With November approaching, Sen. Coons calls for $3.6 billion...","As images of long lines and voters in masks came from Wisconsin, Democratic senators are appealing to congressional leaders to get ahead of a potentially lingering health crisis with the 2020 elections approaching.",,Elections,national,2020-04-19  
131,msnbcmask,Farmworkers fight for safety amid pandemic,"Nicholas Gonzalez, spokesperson for #Masks4FarmWorkers and actor who portrays Dr. Neil Melendez on the TV series ""The Good Doctor,"" joins MSNBC's Alicia Menendez to discuss the conditions America's farmworkers face.",,"Health, Economy, Poverty, Economy and Jobs News, Videos & Top Stories",national,2020-04-19  
132,msnbcmask,Cuomo issues executive order for masks to be worn in public,New York Governor Andrew Cuomo has issued an executive order requiring the public to wear masks in situations where social distancing is not being observed.,,,national,2020-04-15  
133,msnbcmask,"New ad targets Trump's remarks on masks, ventilators",Democratic super PAC Priorities USA is out with a new ad showing the president's remarks about masks and ventilators.,Morning Joe  ,"Health, Donald Trump, Best of last night",national,  2020-04-15
134,msnbcmask,Face mask correct use during coronavirus outbreak explained,"Face mask correct usage during the coronavirus outbreak, and proper glove usage and removal, are explained by health expert Lorna Mae Johnson, who demonstrates the right way to wear a protective face covering.",AM Joy ,Health,national,  2020-04-12
135,msnbcmask,NJ grocery store worker says shoppers are ‘frustrated and a...,"Shop Rite scanning clerk Dan Loebel from Netcong, New Jersey shares his experiences behind the cash register during coronavirus, including the time a customer lashed out about being forced to wear a mask.",,"Economy, Food, Health",national,2020-04-12  
136,msnbcmask,Cuomo calls for executive order for employers to provide free...,"New York Governor Andrew Cuomo called an executive order for employers to give essential workers masks free of charge, and expanding the number of people who are able to antibody tests.",,,national,2020-04-12  
137,msnbcmask,"Bethenny Frankel raises over $17M for coronavirus relief, PPE","Entrepreneur & philanthropist Bethenny Frankel joins Craig Melvin to discuss her BStrong initiative, which has raised millions for coronavirus relief and provided thousands masks and other PPE for medical workers.",,,national,2020-04-09  
138,msnbcmask,"LA Times: Hospitals say feds seizing masks, coronavirus supplies","The Los Angeles Times is reporting that “Although President Trump has directed states and hospitals to secure what supplies they can, the federal government is quietly seizing orders, leaving medical providers across the country in the dark about where",Hardball with Chris Matthews ,,national,  2020-04-08
139,msnbcmask,Newsom: California has deal for 200 million masks per month,"Governor Gavin Newsom tells Rachel Maddow that the state of California has entered into a new deal for 200 million masks (150 million N95, 50 million surgical) per month, which should cover the state's needs and possibly allow for an excess to be exported",The Rachel Maddow Show ,"Health, California, Best of last night",national,  2020-04-07
140,msnbcmask,Illinois official on race for medical equipment,An almost unbelievable story about the competition states are facing to get critical medical supplies. Illinois Assistant Comptroller Ellen Andres tells Katy Tur just what she went through to get N-95 masks.,,,national,2020-04-06  
141,msnbcmask,CDC now recommends Americans wear masks in public,The CDC now recommends people wear cloth masks in public. Dr. Vin Gupta and The Atlantic's Ed Yong discuss.,Morning Joe  ,"Health, Donald Trump, Best of last night",national,  2020-04-06
142,msnbcmask,"CDC changes guidance, now says people should wear face...","The Centers for Disease Control is now recommending that people wear non-medical face coverings when they go out in public. Medical experts say N95 and surgical masks should be left to health care workers, but for general use, a bandana or homemade mask",,Health,national,2020-04-04  
143,msnbcmask,Rep. Shalala: This president is dangerous to our health,Congresswoman Donna Shalala says that President Trump saying he won’t abide by voluntary guidelines to wear a mask is dangerous to ‘our health’: “Millions of Americans are going to be confused by this mixed messaging.”,Hardball with Chris Matthews ,,national,  2020-04-03
144,msnbcmask,"Despite CDC and Dr. Fauci's recommendation, Trump says he won...",President Trump said he won’t be following the voluntary guidelines by the CDC to wear cloth based masks/coverings.,Hardball with Chris Matthews ,,national,  2020-04-03
145,msnbcmask,Surgeon general explains evolution of CDC face mask guidance,"U.S. Surgeon General Dr. Jerome Adams explained the CDC began advising that symptomatic people wear face masks at the onset of the COVID-19 pandemic. Then as science showed that the virus could manifest in people as presymptomatic and asymptomatic, the",,,national,2020-04-03  
146,msnbcmask,Trump on the CDC guidance recommending face masks: 'It is...,"White House holds coronavirus task force briefing, Pres. Trump says CDC has issued guidance recommending face masks for the general public, adding, ""it is voluntary ... you don't have to do it.""",MTP Daily ,Best of last night,national,  2020-04-03
147,msnbcmask,"Coronavirus: New York Gov. Cuomo calls for mask production,...","During his daily coronavirus press briefing, New York Governor Andrew Cuomo says the state has had its single highest increase in deaths over the past day. Cuomo calls for companies to make more masks and gowns, and confirms the Javits Center will now",,,national,2020-04-03  
148,msnbcmask,Jon Meacham: Coronavirus has become a partisan pandemic,The WH is expected to announce a new national advisory on Americans in coronavirus hot spots should wear masks. Historian Jon Meacham discusses the way in which response to the virus differs around the country.,Morning Joe  ,"Health, Donald Trump, Best of last night",national,  2020-04-03
149,msnbcmask,Should you wear a mask to protect from the coronavirus?,We talked to a respiratory doctor to make sense of the confusing messaging coming from the Trump administration on whether you should wear a mask to protect you from the coronavirus.,The 11th Hour with Brian Williams ,"National Security, Health, Global Health, Donald Trump, Best of last night",national,  2020-04-02
150,msnbcmask,Drone company changes production line to make N95 masks,"Dr. Stavros Christoudias says, after appearing on Meet the Press Daily, a drone company changed its production line to produce N95 masks.",MTP Daily ,Best of last night,national,  2020-04-02
151,msnbcmask,Antibody testing one key to supporting essential healthcare workers,Antibody testing one key to supporting essential healthcare workers,Morning Joe  ,"Health, Global Health, public health",national,  2020-04-02
152,msnbcmask,4th grader sews masks for health care workers battling...,"Gaby Araica, a student at St. Brendan School in Dorchester (where Lawrence O’Donnell also went to school), explains why she started sewing masks to help workers on the front lines of the coronavirus pandemic and how her efforts are helping the Boston",The Last Word with Lawrence O'Donnell ,Best of last night,national,  2020-04-01
153,msnbcmask,"White House projects up to 240,000 deaths from coronavirus as...",Tuesday’s Coronavirus task force briefing delivered the most detailed government projection yet about how many people in the U.S. could die from the coronavirus pandemic. This is happening as medical workers continue to say there’s not enough protective,,Health,national,2020-04-01  
154,msnbcmask,Trump encourages using a scarf amid face mask shortage to...,"President Trump suggested Americans use scarves to cover their face to protect from COVID-19, while there is a face mask shortage for health care workers.",,,national,2020-03-31  
155,msnbcmask,Are surgical masks helpful for the general public?,Dr. Vin Gupta and Dr. William Schaffner discuss the possibility of the general public using surgical masks out in public.,MTP Daily ,Best of last night,national,  2020-03-31
156,msnbcmask,Doctors Patel and Riley break down the latest coronavirus...,"Dr. Kavita Patel and Dr. Wayne Riley join Andrea Mitchell to discuss the latest on coronavirus, including the impact on New York City hospitals, the latest guidance on masks, and the timeframe for the virus response.",Andrea Mitchell Reports ,Health,national,  2020-03-31
157,msnbcmask,Ex-CDC Chief on confusion over masks,"As new questions arise about the CDC's role in the fight against coronavirus, the former director, Dr. Tom Frieden joins Stephanie Ruhle to explain what he thinks needs to happen.",MSNBC Live with Stephanie Ruhle ,,national,  2020-03-31
158,msnbcmask,Trump suggests face masks ‘going out the back door’ of New...,"President Trump doubled down on his suggestion that face masks at a New York hospital were being stolen, and that was the reasoning for needing 300,000 units to fight COVID-19. The president claimed that a distributor told him that a New York hospital's",,,national,2020-03-30  
159,msnbcmask,My Pillow CEO at coronavirus briefing details effort to fight...,"At the White House coronavirus task force briefing, My Pillow CEO Michael Lindell detailed how his company is fighting the COVID-19 crisis, producing 10,000 cotton face masks a day and designating a portion of its call centers to the effort.",,,national,2020-03-30  
160,msnbcmask,Trump’s 'allegations about New York hospitals were beyond absurd',Sen. Kirsten Gillibrand (D-NY) responds to President Trump’s accusation about health care workers hoarding medical supplies like protective masks.,,"Donald Trump, Kirsten Gillibrand",national,2020-03-29  
161,msnbcmask,Trump uses coronavirus crisis to criticize governors seeking help,"Governors are desperately trying to source hospital beds, staff, ventilators, gloves, masks and other equipment amidst the coronavirus crisis. At Friday’s Coronavirus Task Force briefing, President Trump suggested that if they want federal help, they",,Health,national,2020-03-28  
162,msnbcmask,Fashion designers pivot to mask production in COVID-19 fight,"As producers within the fashion and textile worlds shift their production lines to make masks, Jo Ling Kent speaks to designer and Project Runway veteran Michael Costello about how his company is doing its part to combat the Coronavirus outbreak.",,,national,2020-03-27  
163,msnbcmask,1.5M expired N95 masks sit unused by the government,"Almost 1.5 million N95 respirator masks were found in a U.S. government warehouse in Indiana, according to reporting. Officials reportedly plan to give them to the TSA rather than hospitals hit hard by the coronavirus.",Morning Joe  ,"Health, Donald Trump, Best of last night",national,  2020-03-27
164,msnbcmask,NJ physician: Health workers' attempts to be conservative with...,"NJ Dr. Stavros Christoudias says health workers are trying to be conservative with masks. He said, ""We're hearing about stockpiles and millions of masks coming out — I haven't seen any of that. We're down here at ground zero.""",MTP Daily ,,national,  2020-03-26
165,msnbcmask,"UCSF med students donate 14,000 masks to local hospitals","Medical students at the University of California San Francisco have been collecting medical supplies for hospitals and have been able to donate 14,000 masks to local hospitals.",Hardball with Chris Matthews ,,national,  2020-03-25
166,msnbcmask,Experts debate lack of coordinated U.S. response to virus,"Richard Haass, Michael Beschloss and Eugene Robinson discuss the White House's disjointed approach to handling the coronavirus in the U.S. amid rising infection rates as well as how U.S. manufacturing is ramping up ventilator and mask production.",Morning Joe  ,"Health, Donald Trump, Best of last night",national,  2020-03-24
167,msnbcmask,"Joe calls for a government site to list mask, glove production","Joe Scarborough calls for a government web site that will list the production of masks, gloves, protective gear, testing and ventilators.",Morning Joe  ,"Health, Donald Trump, Best of last night",national,  2020-03-23
168,msnbcmask,Coronavirus numbers are going to skyrocket doctors say,"Coronavirus protections such as masks are in short supply, as doctors in New York City are reportedly actively looking for protective gear as the pandemic hits their city. Joy Reid and her panel discuss why protective gowns, masks, and more supplies are",AM Joy ,"Health, New York",national,  2020-03-22
169,msnbcmask,"COVID-19, Coronavirus testing far behind U.S. need expert says","Coronavirus testing is far behind where the United States needs to be, experts say. Meanwhile, medical workers are facing a shortage of masks and gowns, some asking the public for help. Joy Reid and her panel discuss.",AM Joy ,"Health, Global Health",national,  2020-03-21
170,msnbcmask,Senator says Mich. ready to turn factories into manufacturing...,"Sen. Gary Peters, D-Mich., says his state is ready to begin the process of turning shuttered car factories into manufacturing centers for masks, protective gear and hospital beds, but he needs Trump to trigger the Defense Production Act.",Morning Joe  ,"Health, Donald Trump, Best of last night",national,  2020-03-20
171,msnbcmask,Hospital workers face critical lack of protective supplies,"The 500 million respirator masks Trump said the federal government ordered could take up to 18 months to be delivered, according to reporting. The panel discusses the critical shortage of supplies for health care workers.",Morning Joe  ,"Health, Donald Trump, Best of last night",national,  2020-03-20
172,msnbcmask,Health care facilities brace for an onslaught of coronavirus...,"As U.S. cases of coronavirus increase dramatically, health care professionals and medical facilities are trying their best to prepare amid shortages of protective equipment like masks and gloves, and worries about access to intensive care beds and",,Health,national,2020-03-20  
173,msnbcmask,Medical professional calls for bold steps to fix resource...,CEO of Seed Global Health Dr. Vanessa Kerry and Dr. Dave Campbell join Morning Joe to discuss the critical shortage of ventilators and masks and more resources in U.S. hospitals.,Morning Joe  ,"Health, Donald Trump, Best of last night",national,  2020-03-19
174,msnbcmask,Ambulatory surgery centers can expand surge capacity,Ambulatory surgery centers can expand surge capacity,Morning Joe  ,Health,national,  2020-03-18
175,msnbcmask,Biden sweeps Sanders in 3 states on one of the strangest...,"Joe Biden is projected to win by significant margins in the Arizona, Illinois and Florida primaries, on a day when Ohio essentially called off in-person voting due to coronavirus. Large numbers of voters used absentee or mail-in ballots. Those who did",,"Democrats , Elections",national,2020-03-18  
176,msnbcmask,"Donating sanitizer and mass-producing face masks, businesses...","Businesses switch gears to help coronavirus response; pledge to donate sanitizer, mass produce face masks and more.",MTP Daily ,,national,  2020-03-16
177,msnbcmask,"GOP Rep. Gaetz wears gas mask on House floor, sparking ire","Republican Rep. Matt Gaetz stands accused of ‘misplaced humor’ regarding coronavirus concerns by wearing a gas mask on the House floor. Author Rick Wilson joins Joy Reid to discuss, also saying ‘we may have to pay a price’ for how the Trump administration",AM Joy ,"Republicans, Health, Global Health, Congress, Donald Trump",national,  2020-03-07
178,msnbcmask,Novel Coronavirus testing-problems and solutions,Novel Coronavirus testing-problems and solutions,Morning Joe  ,"Health, Global Health, Health Care",national,  2020-03-06
179,msnbcmask,GOP Rep. Matt Gaetz wears gas mask on House floor,Rep. Matt Gaetz wore a gas mask to Wednesday's House vote on the $8.3 billion bill for emergency funding to help tackle the issue.,,,national,2020-03-04  
180,msnbcmask,Do face masks actually help prevent coronavirus?,"Dr. Natalie Azar and Joshua Jackson discuss the seriousness of COVID-19 virus and whether or not face masks, including N95 masks.",,Health,national,2020-03-01  
181,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
182,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
183,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
184,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
185,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
186,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
187,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
188,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
189,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
190,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
191,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
192,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
193,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
194,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
195,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
196,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
197,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
198,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
199,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
200,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
201,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
202,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
203,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
204,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
205,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
206,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
207,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
208,msnbcmask,"Monday's Mini-Report, 2.10.20",Today's edition of quick hits.,Steve Benen The Rachel Maddow Show ,,national,  2020-02-10
